SCER_GENE;SPAR_GENE;SGD;SGD_SYSTEMATIC_ID;STANDARD_NAME;SCER_MAPPABLE_BASES;SPAR_MAPPABLE_BASES;HYBRID_SCER_MRNA_REP1_TOTCOV;HYBRID_SCER_MRNA_REP2_TOTCOV;HYBRID_SPAR_MRNA_REP1_TOTCOV;HYBRID_SPAR_MRNA_REP2_TOTCOV;HYBRID_MRNA_REP1_RAT;HYBRID_MRNA_REP2_RAT;PARENTAL_SCER_MRNA_REP1_TOTCOV;PARENTAL_SCER_MRNA_REP2_TOTCOV;PARENTAL_SPAR_MRNA_REP1_TOTCOV;PARENTAL_SPAR_MRNA_REP2_TOTCOV;PARENTAL_MRNA_REP1_RAT;PARENTAL_MRNA_REP2_RAT;HYBRID_SCER_RIBO_REP1_TOTCOV;HYBRID_SCER_RIBO_REP2_TOTCOV;HYBRID_SPAR_RIBO_REP1_TOTCOV;HYBRID_SPAR_RIBO_REP2_TOTCOV;HYBRID_RIBO_REP1_RAT;HYBRID_RIBO_REP2_RAT;PARENTAL_SCER_RIBO_REP1_TOTCOV;PARENTAL_SCER_RIBO_REP2_TOTCOV;PARENTAL_SPAR_RIBO_REP1_TOTCOV;PARENTAL_SPAR_RIBO_REP2_TOTCOV;PARENTAL_RIBO_REP1_RAT;PARENTAL_RIBO_REP2_RAT;MRNA_CIS_TEST;TRANSL_CIS_TEST;PARENTAL_TEST;MRNA_CIS_MAX_P;MRNA_CIS_DIR;MRNA_CIS_NO_TEST;TRANSL_CIS_MAX_P;TRANSL_CIS_DIR;TRANSL_CIS_NO_TEST;MRNA_TRANS_MAX_P;MRNA_TRANS_DIR;MRNA_TRANS_NO_TEST;TRANSL_TRANS_MAX_P;TRANSL_TRANS_DIR;TRANSL_TRANS_NO_TEST;MRNA_CIS_FDR_ADJ_P;TRANSL_CIS_FDR_ADJ_P;MRNA_TRANS_FDR_ADJ_P;TRANSL_TRANS_FDR_ADJ_P;MRNA_CIS_SCER;MRNA_CIS_SPAR;TRANSL_CIS_SCER;TRANSL_CIS_SPAR;MRNA_TRANS_SCER;MRNA_TRANS_SPAR;TRANSL_TRANS_SCER;TRANSL_TRANS_SPAR;HYBRID_SCER_MRNA_REP1_RPKM;HYBRID_SCER_MRNA_REP2_RPKM;HYBRID_SPAR_MRNA_REP1_RPKM;HYBRID_SPAR_MRNA_REP2_RPKM;HYBRID_SCER_RIBO_REP1_RPKM;HYBRID_SCER_RIBO_REP2_RPKM;HYBRID_SPAR_RIBO_REP1_RPKM;HYBRID_SPAR_RIBO_REP2_RPKM;PARENTAL_SCER_MRNA_REP1_RPKM;PARENTAL_SCER_MRNA_REP2_RPKM;PARENTAL_SPAR_MRNA_REP1_RPKM;PARENTAL_SPAR_MRNA_REP2_RPKM;PARENTAL_SCER_RIBO_REP1_RPKM;PARENTAL_SCER_RIBO_REP2_RPKM;PARENTAL_SPAR_RIBO_REP1_RPKM;PARENTAL_SPAR_RIBO_REP2_RPKM;AFFECTED_BY_PLOIDY;AFFTECTED_BY_MATING_TYPE;TATA;TIROSH_2008_OPN;CDS_PDIV;PROMOTER_PDIV;FIVE_UTR_PDIV;THREE_UTR_PDIV;FIVE_UTR_50BP_PDIV;KA;KS;OMEGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.340;Spar_2.317;YBR157C;S000000361;ICS2;626;626;561;494;217,2093802;166,7379781;1,36485701;1,561219154;6097;8485;229,5197084;104,778501;4,725374146;6,325966338;84;57;30,25488291;0;1,443381243;5,857980995;4842;5983;6,402056234;12,92823761;9,353759192;8,746953645;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;5,517859232;4,733627478;2,136426928;1,597712429;1,485108831;1,503344533;0,534899131;0;93,65940141;92,71369606;3,525779645;1,14489123;72,74801892;89,50494658;0,096186887;0,19340485;0;0;NA;OPN;0,096479791;0,105;0,185393258;0,169811321;0,1;0,0427387;0,38345;0,111458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.341;Spar_2.318;YBR158W;S000000362;AMN1;1350;1350;23244;25677;25977,84514;27454,20209;-0,160416873;-0,096546692;69020;83865;14442,41938;18834,36497;2,256623045;2,15464206;3361;2701;4653,200992;2565,301536;-0,46921379;0,07433698;18379;15829;3997,017108;4585,353951;2,200780216;1,787241652;1;1;1;0,0388;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,049755962;NA;0,000243994;NA;0;1;0;0;1;0;0;0;106,0130153;114,0911543;118,4822124;121,9869783;27,55421683;33,03306073;38,14773811;31,37318691;491,6439536;424,9260577;102,8763861;95,42970791;128,0438808;109,8049905;27,8466501;31,80837368;0;0;1;NA;0,113196126;0,11;0,139622642;0,189189189;0,156862745;0,0387284;0,497076;0,0779124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.342;Spar_2.319;YBR159W;S000000363;IFA38;885;885;62209;62518;41815,28524;37099,20013;0,573081601;0,752867733;57074;78049;34955,41853;52626,29036;0,707301574;0,568587516;22065;8691;20194,12585;9022,402377;0,127817993;-0,053983346;34556;26554;19690,59096;24230,01951;0,811398302;0,132128422;1;1;1;0,0002;SCER;NA;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,000334064;0,000685507;NA;NA;1;0;0;1;0;0;0;0;432,8047697;423,7437123;290,9213493;251,4546618;275,9395736;162,137876;252,5413727;168,3189081;620,1611497;603,2404477;379,8225557;406,748414;367,2407907;280,988825;209,2599894;256,3969539;0;0;0;NA;0,105465005;0,318627451;0,215277778;0,378947368;0,211538462;0,0286465;0,497927;0,0575316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.343;Spar_2.320;YBR160W;S000000364;CDC28;590;590;20440;20512;20504,96222;22308,15199;-0,004577666;-0,121097176;13804;20451;21754,13779;36936,99811;-0,656165267;-0,852863749;8142;6419;10039,57865;4004,692732;-0,302210108;0,680521538;10651;9447;15919,77983;15895,47666;-0,57978667;-0,750626168;1;1;1;0,888;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,6494;SPAR;NA;0,903199304;NA;0,000243994;0,803499725;0;0;0;0;0;1;0;0;213,3098786;208,543884;213,9886614;226,8036289;152,7328353;179,6277228;188,3277091;112,0653036;224,9896059;237,0985611;354,5678708;428,2288935;169,7888209;149,949241;253,7790486;252,30387;0;0;0;NA;0,077008929;0,349557522;0,296875;0,195876289;0,277777778;0,00288065;0,448811;0,0064184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.344;Spar_2.321;YBR161W;S000000365;CSH1;767;764;9369;12355;17112,92532;20378,75539;-0,874703687;-0,727578899;11616;15598;13182,22627;17620,8238;-0,188119865;-0,18156364;1764;1851;3949,270716;2946,316853;-1,167937282;-0,675972007;4090;2376;6160,912115;6715,593876;-0,596578508;-1,504241834;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;NA;0,000243994;NA;0;1;0;0;1;0;0;0;75,21075767;96,62485326;137,916014;160,0010062;25,45402958;39,8445618;57,21030925;63,67076611;145,6366751;139,1041008;165,9223612;157,7608477;50,15320174;29,01038153;75,84419992;82,31773912;0;0;0;OPN;0,084955752;0,164179104;0,258064516;0,168224299;NA;0,0245959;0,387092;0,0635402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.345;Spar_2.322;YBR162C;S000000366;TOS1;1119;1128;116842;104646;137234,6717;126886,6089;-0,220527193;-0,266463206;86487;126937;59782,52207;70069,33425;0,544309113;0,868805365;80704;63774;76071,8691;54466,0387;0,096833071;0,239164593;220993;194498;71517,37018;71292,97479;1,639178468;1,459467707;1;1;1;0,0002;SPAR;NA;0,0002;SCER;NA;0,0002;SCER;NA;0,0002;SCER;NA;0,000334064;0,000685507;0,000243994;0,000633882;0;1;1;0;1;0;1;0;642,9111895;560,9627294;749,0978459;674,7534396;798,2120905;940,9608861;746,3898698;797,2062133;743,2420326;775,93354;509,6530754;424,8985732;1857,458632;1627,748941;596,3114602;591,8886404;0;0;0;NA;0,088662791;0,236453202;0,256410256;0,2265625;0,385964912;0,0144954;0,393354;0,0368508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.348;Spar_2.324;YBR163W;S000000367;EXO5;1684;1684;16273;18599;8697,30162;12060,71375;0,903763254;0,624867719;13643;17729;4605,984185;6815,755603;1,56637211;1,379035371;1939;1451;1308,019438;660,2249533;0,567570132;1,134828378;2016;1486;1214,256666;823,6538474;0,730950037;0,850544074;1;0;0;0,0002;SCER;NA;NA;NA;LOW_COV;0,0002;SCER;NA;NA;NA;LOW_COV;0,000334064;NA;0,000243994;NA;1;0;0;0;1;0;0;0;59,49872044;66,2504708;31,7999359;42,96050115;12,74350958;14,22601707;8,596523599;6,472973537;77,90714833;72,01260709;26,30206649;27,68460321;11,25950141;8,263786537;6,781708653;4,580416942;0;0;NA;DPN;0,1303358;0,279620853;0,21978022;0,3375;0,173076923;0,0571437;0,605016;0,0944498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.349;Spar_2.325;YBR164C;S000000368;ARL1;333;333;22070;20969;22444,96929;21692,80945;-0,0243044;-0,048956552;19405;30774;15042,63507;27066,34801;0,367349562;0,185205314;10363;5600;12425,68041;7980,15413;-0,261860035;-0,510912957;10609;10181;9282,981539;11361,83566;0,192609097;-0,158301941;1;1;1;0,5178;SPAR;NA;0,0014;SPAR;NA;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,559447396;0,003753968;0,000243994;NA;0;0;0;1;1;0;0;0;408,0751871;377,7243198;415,0100197;390,7598947;344,4249407;277,6526313;412,9777891;395,6589828;560,3752293;632,1295566;434,3993856;555,970578;299,6407912;286,3179474;262,1887014;319,52632;0;0;0;DPN;0,063520871;0,170854271;0,145454545;0,077669903;0,14;NA;0,366295;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.350;Spar_2.326;YBR165W;S000000369;UBS1;741;741;12745;11237;9759,544754;11396,7393;0,385010991;-0,020362394;13166;19021;7337,70177;10288,04642;0,843329901;0,886559661;3521;2529;2586,792489;1544,220807;0,444672975;0,711324376;3705;3761;2872,38923;3671,61948;0,367109447;0,034690423;1;1;1;NA;NA;REPS_DISAGREE;0,4832;SCER;NA;0,0002;SCER;NA;0,2482;SPAR;NA;NA;0,581561323;0,000243994;0,383620654;0;0;0;0;1;0;0;0;105,9018924;90,96485561;81,09520055;92,25731734;52,58975466;56,34931247;38,63617569;34,40687075;170,8618714;175,5826174;95,22508403;94,96883015;47,02629063;47,53215378;36,45824851;46,40254766;0;0;0;NA;0,114045618;0,180904523;0,273972603;0,291666667;0,3;0,0539463;0,489854;0,110127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.351;Spar_2.327;YBR166C;S000000370;TYR1;955;964;27532;24335;41352,1036;33989,73534;-0,573301381;-0,468517101;19740;26734;26049,18773;39684,42782;-0,386566283;-0,556347268;10175;5966;11720,74164;6764,533834;-0,190483955;-0,167665584;12719;11352;13288,53472;14310,72495;-0,049659512;-0,320591577;1;1;1;0,0002;SPAR;NA;0,042;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,000334064;0,074016393;NA;0,000633882;0;1;0;0;0;0;1;0;177,5074062;152,8514069;264,1218761;211,4994124;117,9191592;103,1425532;134,5639751;115,8550112;198,7711236;191,4815584;259,8523613;281,5849701;125,2622807;111,3195338;129,6494805;139,0231002;0;0;0;NA;0,091243561;0,28372093;0,25;0,197674419;NA;0,0217009;0,450395;0,0481819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.352;Spar_2.328;YBR167C;S000000371;POP7;391;391;8034;7644;8042,698009;9601,328574;-0,001560894;-0,328867802;6821;10153;5538,786924;10166,94995;0,300364268;-0,001980669;3479;2054;3396,614855;850,7326116;0,034564984;1,270665899;1674;2659;3369,615598;4266,73545;-1,008851009;-0,682044503;1;0;0;0,9986;SPAR;NA;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,9986;NA;NA;NA;0;0;0;0;0;0;0;0;126,5135839;117,2695835;126,6510529;147,2966911;98,47613591;86,73246349;96,1435815;35,92281055;167,7570607;177,6167872;136,2220516;177,8608279;40,26701305;63,68599641;81,05397566;102,1930419;0;0;NA;NA;0,13507109;0,276190476;0,269230769;0,24;0,326923077;0,0810456;0,450001;0,180101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.353;Spar_2.329;YBR168W;S000000372;PEX32;1127;1127;10856;11499;5353,864083;5203,614401;1,019703651;1,143770675;9211;12588;4338,355544;7345,659989;1,086033613;0,777003276;1365;674;192,6227546;639,0574357;2,81863707;0,076686131;2317;1385;550,5768361;553,8290174;2,07124679;1,32081211;1;0;0;0,0002;SCER;NA;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,000334064;NA;NA;NA;1;0;0;0;0;0;0;0;59,31001138;61,2036918;29,25009129;27,69616302;13,40485322;9,874019501;1,891622286;9,362028536;78,59454105;76,40102752;37,01781163;44,58341047;19,33627602;11,50875184;4,594780179;4,602079943;0;0;NA;NA;0,134568896;NA;NA;NA;NA;0,0715858;0,528381;0,135481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.354;Spar_2.330;NA;NA;NA;1908;1908;6849;5892;16023,90295;15965,16141;-1,226139727;-1,43794333;13466;17814;10040,83766;13987,07104;0,423405195;0,348895456;2745;2257;6127,622286;3370,675181;-1,158231167;-0,578420071;12895;16485;11032,87691;11064,48619;0,224983858;0,575174559;1;1;1;0,0002;SPAR;NA;0,315;SCER;NA;0,0002;SCER;NA;0,1706;SCER;NA;0,000334064;0,412043695;0,000243994;0,281442988;0;1;0;0;1;0;0;0;22,10196489;18,52361856;51,70990451;50,191868;15,92272176;19,53040228;35,54384167;29,16705074;67,8687352;63,86302102;50,60589277;50,14351699;63,56436244;80,91200241;54,38524906;54,30692953;0;0;NA;NA;0,115329169;NA;NA;NA;NA;0,0272194;0,612993;0,044404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.355;Spar_2.331;YBR170C;S000000374;NPL4;1541;1541;33001;35995;31092,67972;36530,50453;0,085932098;-0,021304573;23574;29913;30255,89423;41731,04395;-0,360006137;-0,480334747;13284;9009;15620,59605;10636,1736;-0,233743632;-0,239515852;15824;17707;27994,05789;27832,8274;-0,822966664;-0,652438027;1;1;1;NA;NA;REPS_DISAGREE;0,0016;SPAR;NA;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;NA;0,004185841;0,000243994;NA;0;0;0;1;0;1;0;0;131,85802;140,1138288;124,23367;142,1973319;95,40684972;96,52325264;112,1878207;113,9558861;147,1093093;132,7772634;188,8064691;185,2349753;96,57936703;107,6080389;170,8574565;169,1441788;0;0;0;DPN;0,101607348;0,179104478;0,388888889;0,220472441;0,388888889;0,0347059;0,462931;0,0749697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.356;Spar_2.332;YBR171W;S000000375;SEC66;452;452;26525;21425;21404,54627;18168,48469;0,309422486;0,237845036;20409;27575;15202,86581;25704,2275;0,424837985;0,101351423;14995;8430;11222,54457;8943,780169;0,418049357;-0,085342267;16219;17261;12116,95843;12581,26039;0,420627158;0,456208503;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,000334064;NA;NA;NA;1;0;0;0;0;0;0;0;361,3258613;284,3307675;291,5757434;241,1119239;367,1650741;307,9265527;274,7917267;326,6906202;434,2029871;417,2952753;323,4420966;388,9846851;337,4864636;357,6266593;252,1308003;260,6682187;0;0;0;NA;0,093548387;0,168316832;0,25;0,165354331;NA;0,0144432;0,563899;0,0256132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.357;Spar_2.333;YBR172C;S000000376;SMY2;2037;2025;74206;83991;83146,56055;98224,54892;-0,172642726;-0,234370476;37750;46613;56165,63791;70644,75717;-0,581722658;-0,608363673;28712;26110;32125,64317;24657,13406;-0,170590243;0,074070007;21936;25793;37556,59588;37184,11359;-0,784262546;-0,536213735;1;1;1;0,0002;SPAR;NA;0,979;SCER;NA;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,000334064;0,988596244;0,000243994;NA;0;1;0;0;0;1;0;0;224,3004174;247,3336375;252,8151302;290,9600961;156,0004115;211,6283486;175,581014;201,0349439;178,211384;156,5245296;266,7197554;238,627939;101,2831332;118,5804782;174,4343104;171,9629052;0;0;0;DPN;0,162946429;0,134328358;0,193877551;0,175438596;0,192307692;0,0812582;0,540508;0,150337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.358;Spar_2.334;YBR173C;S000000377;UMP1;322;322;18300;23939;37945,18935;39913,896;-1,052032532;-0,7375041;18396;34811;34879,20066;51952,10083;-0,922937815;-0,577625158;17392;16105;34736,63957;25474,60343;-0,997992931;-0,661518081;22272;26830;54916,83837;38161,65517;-1,301978949;-0,508260725;1;1;1;0,0002;SPAR;NA;0,6432;SCER;NA;NA;NA;REPS_DISAGREE;0,0044;SCER;NA;0,000334064;0,724126546;NA;0,010698195;0;1;0;0;0;0;1;0;349,9268818;445,955572;725,5789133;743,5439868;597,7877109;825,7771428;1193,940487;1306,187563;549,3853132;739,4809812;1041,646042;1103,604909;650,54009;780,3099936;1604,059132;1109,874055;0;0;0;NA;0,071748879;0,216748768;0,136363636;0,275;NA;0,0263754;0,285952;0,0922373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.359;Spar_2.335;YBR175W;S000000379;SWD3;742;748;13183;9970;16602,13614;14188,60795;-0,321048545;-0,49740554;9075;15803;15128,38017;22651,90953;-0,725605286;-0,507787527;2452;3019;2604,945419;2327,418957;-0,07564055;0,386816964;4653;4989;4707,64535;4532,38988;-0,005221771;0,150068658;1;1;1;0,0002;SPAR;NA;0,0094;SCER;NA;0,0662;SPAR;NA;0,214;SCER;NA;0,000334064;0,019849107;0,069771615;0,338132551;0;1;1;0;0;0;0;0;109,3937312;80,5995681;136,6614968;113,7827974;36,57378338;67,17647451;38,54320094;51,37205676;117,612165;145,6806988;194,4913755;207,1426852;58,97933431;62,96684986;59,19334183;56,74505633;0;0;0;NA;0,092827004;NA;NA;0,238095238;NA;0,0202038;0,440559;0,0458594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.360;Spar_2.336;YBR176W;S000000380;ECM31;876;876;13383;11932;21579,10724;23592,43142;-0,689192683;-0,983428471;11077;17631;13952,19993;23047,83485;-0,332898574;-0,386497693;5092;5251;8780,975518;6836,100203;-0,786029795;-0,380517653;5561;4236;9718,321362;9369,218904;-0,805251839;-1,145039623;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;NA;0,000243994;NA;0;1;0;0;1;0;0;0;94,06573658;81,70536983;151,6747079;161,5500181;64,33356475;98,96825485;110,9403187;128,8422493;121,5983174;137,6699709;153,1609674;179,9668058;59,70621055;45,28498345;104,3416906;100,161691;0;0;0;NA;0,104477612;0,187192118;0,252631579;0,245033113;0,215686275;0,0266258;0,523451;0,050866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.361;Spar_2.337;YBR177C;S000000381;EHT1;1058;1058;39929;45241;35251,3963;39438,49427;0,179751743;0,198021655;41302;55705;23622,34161;24016,60656;0,806033521;1,213740338;14440;11049;15056,84673;8418,624137;-0,060344831;0,392218634;31109;26169;12195,91712;12272,65085;1,350861855;1,092349476;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;NA;0,000243994;NA;1;0;0;0;1;0;0;0;232,3725665;256,5003664;205,1513865;223,6006563;151,0549124;172,4230432;157,5067284;131,3740041;375,4005725;360,1429288;214,7072917;155,2717176;276,5483696;231,6348111;108,4175318;108,6313256;0;0;0;NA;0,087822878;NA;NA;0,193277311;NA;0,0331858;0,347498;0,0954995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.363;Spar_2.339;YBR179C;S000000383;FZO1;2125;2125;24195;27993;30604,70249;32124,85045;-0,339031917;-0,198617001;12457;16668;17576,8791;22496,45946;-0,496688532;-0,432594536;8099;5980;11352,64057;9912,446093;-0,487161161;-0,728999934;8889;8520;16348,7176;16995,21093;-0,879010393;-0,996118497;1;1;1;0,0002;SPAR;NA;0,0186;SPAR;NA;0,0002;SPAR;NA;0,0002;SCER;NA;0,000334064;0,036027027;0,000243994;0,000633882;0;1;0;1;0;1;1;0;70,10496565;79,01908043;88,67741564;90,68189691;42,18186644;46,46225133;59,12738915;77,01510082;56,37207824;53,6526205;79,54123817;72,41384701;39,34274799;37,54767313;72,35948662;74,89796066;0;0;0;NA;0,103622906;0,212871287;0,343283582;0,137254902;0,384615385;0,031802;0,499846;0,0636235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.364;Spar_2.340;YBR180W;S000000384;DTR1;1407;1407;527;30;773,62245;305,6862932;-0,552955384;-3,306423569;199;365;170,6240851;249,92249;0,220747971;0,544601864;0;55;133,1214848;0;-7,06739655;5,807354922;56;27;17,07214996;23,35423567;1,657193772;0,20125412;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2,306208702;0,127899433;3,38546842;1,303227646;0;0,64539648;1,047140133;0;1,360092654;1,774455646;1,166153592;1,215003763;0,374338632;0,179709913;0,114120808;0,155443988;0;0;NA;NA;0,119324796;NA;NA;NA;NA;0,0450705;0,504751;0,0892925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.366;Spar_2.347;YBR182C;S000000386;SMP1;1274;1274;4137;3727;4467,173737;3928,267366;-0,110751638;-0,075858479;2541;3395;6740,950529;6669,752774;-1,407202011;-0,974013115;586;172;634,3440451;399,1589031;-0,114177534;-1,20980097;1168;195;3486,986629;3012,696402;-1,57711958;-3,942608529;1;0;0;0,4914;SPAR;NA;NA;NA;LOW_COV;0,0002;SPAR;NA;NA;NA;LOW_COV;0,53537862;NA;0,000243994;NA;0;0;0;0;0;1;0;0;19,99393066;17,54815357;21,58973022;18,49566825;5,09074702;2,229035674;5,510692633;5,172855854;19,17982998;18,22790397;50,88165488;35,8101953;8,622717026;1,433400499;25,74255049;22,14564373;0;0;NA;NA;0,144329897;NA;NA;NA;NA;0,0977218;0,417884;0,233849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.368;Spar_2.348;YBR183W;S000000387;YPC1;806;806;5662;6136;4696,285001;5465,631223;0,2697394;0,166881528;8943;14904;11579,91887;13216,6914;-0,372757633;0,173326157;1453;927;1186,999906;150,1885772;0,291492547;2,617775662;3871;2676;1551,431627;1662,738172;1,318549222;0,686188729;1;0;0;0,0728;SCER;NA;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,089998872;NA;NA;NA;0;0;0;0;0;0;0;0;43,2530674;45,66587365;35,87593291;40,6765115;19,9518835;18,98902615;16,29920387;3,076492391;106,6983504;126,4835893;138,1592576;112,1641551;45,17091093;31,09234195;18,10374059;19,31929141;0;0;NA;NA;0,096842105;0,3125;0,205479452;0,217821782;0,2;0,0193847;0,491272;0,0394582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.369;Spar_2.349;YBR184W;S000000388;NA;1572;1674;3743;2841;4601,06993;4099,967784;-0,207004161;-0,438359545;3944;5734;3514,68293;5380,633676;0,256918647;0,182447605;1033;531;884,4510772;970,6818779;0,314449993;-0,778359506;1059;858;495,0923487;1059,281404;1,186081963;-0,213018867;1;0;0;0,0004;SPAR;NA;NA;NA;LOW_COV;0,0002;SCER;NA;NA;NA;LOW_COV;0,000643008;NA;0,000243994;NA;0;1;0;0;1;0;0;0;14,66051998;10,84077058;16,92338289;14,69140755;7,272791003;5,576991461;5,847484921;9,573603839;24,12647537;24,9500562;20,1901811;21,9859053;6,335984959;5,111367582;2,78164357;5,925953817;0;0;NA;NA;0,30548926;NA;NA;NA;NA;0,299036;0,49909;0,599162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.370;Spar_2.350;YBR185C;S000000389;MBA1;585;585;16189;12963;19268,15812;19232,43179;-0,251190555;-0,569105277;8183;11646;13739,13635;19469,04785;-0,747518271;-0,741298032;6148;3998;13354,50532;7805,774104;-1,119010851;-0,965087243;7486;6984;13824,17343;12639,64598;-0,884837919;-0,855738171;1;1;1;0,0002;SPAR;NA;0,0048;SPAR;NA;0,0012;SPAR;NA;0,0002;SCER;NA;0,000334064;0,011042802;0,001405269;0,000633882;0;1;0;1;0;1;1;0;170,3908407;132,9202399;202,8000864;197,2044681;116,3138203;112,8352833;252,6519696;220,299797;134,5136016;136,1718385;225,8463539;227,6434861;120,3551493;111,8022986;222,2562726;202,3398446;0;0;0;NA;0,088516746;0,257425743;0,272727273;0,195488722;NA;0,0234919;0,414051;0,0567367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.373;Spar_2.353;YBR187W;S000000391;GDT1;575;557;72381;63627;58476,93081;53610,22992;0,26185408;0,201241913;42938;57483;61155,30976;94547,99683;-0,556097391;-0,763786325;32005;22600;29242,35283;16946,10979;0,084349027;0,369462726;32940;35276;46944,14434;52684,2364;-0,55697622;-0,624555494;1;1;1;0,0008;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,1974;SPAR;NA;0,001247687;NA;0,000243994;0,317300477;1;0;0;0;0;1;0;0;775,0662445;663,7660931;646,4176044;577,3389933;616,0320599;648,9311095;581,0424558;502,3065078;718,0976128;683,8139592;1055,816613;1161,083673;538,7986134;574,5315165;792,6782676;885,7840641;0;0;0;NA;0,111633373;0,173076923;0,097345133;0,161290323;0,06;0,0381913;0,412382;0,0926113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.379;Spar_2.359;YBR192W;S000000396;RIM2;865;865;23965;21770;29563,28765;32430,53675;-0,302866377;-0,574989711;9713;13999;19170,52538;30584,15736;-0,980827738;-1,127404871;8267;4656;10035,54466;6454,07691;-0,279652376;-0,471033403;5022;4336;9434,496869;8278,242466;-0,909549217;-0,932801327;1;1;1;0,0002;SPAR;NA;0,7562;SCER;NA;0,0002;SPAR;NA;0,0002;SCER;NA;0,000334064;0,821880974;0,000243994;0,000633882;0;1;0;0;0;1;1;0;170,5860114;150,9676112;210,4361859;224,8932627;105,7755173;88,86993536;128,4031239;123,1890236;107,9808638;110,699915;213,1215782;241,8503907;54,60486279;46,94350732;102,5825183;89,62401656;0;0;0;NA;0,079435128;0,27;0,243902439;0,221014493;0,274509804;0,00801933;0,430415;0,0186316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
