Model,Mut_sigma,Mut_ratio,Mut_alpha,Mut_corr,Iter,Folder,Set,Comparison,Property,Type,Moods_stat,Moods_p-val,KS_stat,KS_p-val
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,All,0.042376048666094,0.8369046182037647,0.0569437652811735,0.1958711278895319
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,True duplicates,1.3933523911556147,0.2378397759072869,0.056863733034914,0.2024275295115172
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,All,0.0,1.0,0.0517714285714285,0.5685890211785025
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,True duplicates,1.8061888529815395,0.1789660898758634,0.0758599318252246,0.1478608490009398
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,All,0.0584780487804878,0.8089178202929455,0.1193560975609756,0.0227587475884318
Minimal,0.025,4.0,0,0,Bm4_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,True duplicates,0.00742789783545,0.9313191534829144,0.1098645574308237,0.045733389652059
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,All,0.4001345261507558,0.5270197901486866,0.0429946210268948,0.5184262217350731
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,True duplicates,1.4176926442580569,0.2337835561200135,0.0812258782539272,0.0194587240646072
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Transcription rate,All,1.776688998290258,0.1825564245360896,0.0524653061224489,0.5515459696599722
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Transcription rate,True duplicates,0.4614455216346979,0.4969491805379269,0.0905944986690328,0.0498319947975687
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Transcription rate,All,0.0584780487804878,0.8089178202929455,0.040370731707317,0.9540949525497434
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Transcription rate,True duplicates,2.3613792282554593,0.124372184905279,0.1003744021468608,0.0853753974592054
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,All,242.80872258512755,9.600484604801255e-55,0.5288713936430318,2.3626034698851305e-91
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,True duplicates,263.7239149962021,2.6473620527585405e-59,0.5881746766953831,5.958145838381929e-113
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Translation rate,All,123.628721496238,1.0157809396354939e-28,0.4933142857142857,2.221455244114115e-50
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Translation rate,True duplicates,130.93174148014063,2.5626853711578865e-30,0.552617568766637,1.8906205319563072e-63
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Translation rate,All,114.93535609756096,8.130514745869731e-27,0.5879609756097561,7.319673652318026e-51
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Translation rate,True duplicates,126.38284783690784,2.535352810023811e-29,0.6488032116346009,8.473794112846831e-63
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.0975726161369193,0.0022850069430005
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,True duplicates,18.558374060664377,1.6477973264247134e-05,0.1648826427562627,1.0803101282200291e-08
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.0975591836734693,0.0265514919526973
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Protein abundance,True duplicates,12.28256542695025,0.0004572094424196,0.1625554569653948,1.4386622690367492e-05
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Protein abundance,All,2.8654243902439025,0.0905018358406084,0.1136292682926829,0.0345170710164385
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Protein abundance,True duplicates,7.12338498495899,0.0076084919407684,0.1886402493128746,3.0801932618275696e-05
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,All,40.871885030027514,1.6254277929902134e-10,0.2477535452322738,1.8159350390552892e-19
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,True duplicates,24.367917491442043,7.958307684297462e-07,0.2452570057469144,8.482158633527379e-19
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,All,24.482259358566132,7.499721469048933e-07,0.2061795918367347,8.561212963560857e-09
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,True duplicates,16.237845563407255,5.586684854971265e-05,0.2037267080745341,1.6331652803477668e-08
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,All,14.35311219512195,0.0001515290110589,0.3160487804878049,3.7540008872451076e-14
Mixed,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,True duplicates,7.12338498495899,0.0076084919407684,0.3115004220139805,1.1564914576027618e-13
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,All,0.0,1.0,0.1071158924205379,0.0005719193069677
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,True duplicates,9.783067638621974,0.0017612622583139,0.1217986684499185,6.605821149600559e-05
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Transcription rate,All,0.635790887693934,0.4252391003441081,0.1264163265306122,0.0014356341737341
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Transcription rate,True duplicates,8.017044928207504,0.0046339119724573,0.1358622189033093,0.0005258293751944
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Transcription rate,All,0.7862048780487805,0.3752501596595727,0.0931317073170731,0.1295739213550522
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Transcription rate,True duplicates,5.544478987359981,0.0185390748534337,0.1263627017928354,0.0139308497067946
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,All,23.11645994895813,1.524798037628554e-06,0.1580713936430317,3.87280321919981e-08
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,True duplicates,44.715947684735866,2.277943587854756e-11,0.1941755159218645,7.933035608725863e-12
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Translation rate,All,9.51997165858194,0.0020324772072554,0.1225142857142857,0.0022260986953655
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Translation rate,True duplicates,15.28874100821431,9.22648059966056e-05,0.1586184079931185,2.6470740170217945e-05
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Translation rate,All,18.251648780487805,1.9355833320356452e-05,0.223960975609756,2.9125801570312197e-07
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Translation rate,True duplicates,31.29963237223975,2.2112150943055482e-08,0.2570097945073939,2.3187027657413152e-09
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,All,5.543153226818255,0.0185531238849424,0.1045662591687041,0.0008386716161195
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Protein abundance,True duplicates,32.676143872638676,1.0886520839455734e-08,0.1608573198449431,3.0579373870563855e-08
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Protein abundance,All,2.600656454580691,0.1068194616010537,0.1073469387755102,0.0107405727402864
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Protein abundance,True duplicates,19.797192577818528,8.610906004850467e-06,0.1621517898497982,1.595046016514298e-05
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Protein abundance,All,2.8654243902439025,0.0905018358406084,0.1132975609756097,0.03533661943768
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Protein abundance,True duplicates,13.32721633939276,0.0002615815480415,0.1697149764457348,0.0002617927260353
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,All,6.516508843063598,0.0106877603895435,0.1212488997555012,5.790864561517448e-05
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Divergence ratio,True duplicates,0.0116326606880166,0.9141108619490126,0.1084231470922311,0.0005602847188986
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,All,4.009505621145915,0.0452444156907425,0.1179755102040816,0.0036439931927584
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Divergence ratio,True duplicates,0.018179240200017,0.8927459594997623,0.0894745299694681,0.0551450276728164
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,All,3.4372097560975607,0.0637432593489652,0.1674634146341463,0.0003046897716117
No Cost,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Divergence ratio,True duplicates,0.0,1.0,0.1449349857092827,0.0029312452319089
ADS,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,All,21.110388318254707,4.335713052888092e-06,0.1447325183374083,6.853091723664962e-07
ADS,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Transcription rate,True duplicates,31.156166590777993,2.3808183375764514e-08,0.1792385012433912,2.9624798672307156e-10
ADS,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Transcription rate,All,14.099237572435076,0.0001734140589118,0.1402530612244898,0.0002710252750135
ADS,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,WGD,Transcription rate,True duplicates,22.153889972424462,2.5164556156568635e-06,0.1711145996860282,3.787873919066933e-06
ADS,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Transcription rate,All,7.075843902439025,0.0078130015766393,0.1889853658536585,2.748589621503967e-05
ADS,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,SSD,Transcription rate,True duplicates,8.932603710652492,0.0028012473509096,0.2233375026057953,3.3955770755067645e-07
ADS,0.025,1.0,0,0,Bm1_iter3,effect_16,Dupli_effect,All duplicates,Translation rate,All,15.52001112951439,8.163644782757833e-05,0.1405114914425428,1.61330568762863e-06
