,Model,Comparison,Property,KS stats,KS p-value,Ratio,Mut_sd
116,No Cost,WGD,Transcription rate,0.0644591836734694,0.3100091052310908,1,0.1
117,No Cost,WGD,Translation rate,0.1402857142857143,0.0003268908455056,1,0.1
118,No Cost,WGD,Protein abundance,0.0878775510204081,0.0643105903916126,1,0.1
119,No Cost,WGD,Divergence ratio,0.0891734693877551,0.0581135570907177,1,0.1
120,ADS,WGD,Transcription rate,0.0931224489795918,0.0422899432699124,1,0.1
121,ADS,WGD,Translation rate,0.2754489795918367,5.10702591327572e-15,1,0.1
122,ADS,WGD,Protein abundance,0.0993469387755102,0.0249185993319079,1,0.1
123,ADS,WGD,Divergence ratio,0.2675306122448979,2.5979218776228663e-14,1,0.1
124,Minimal,WGD,Transcription rate,0.0958673469387755,0.0336329262173312,1,0.1
125,Minimal,WGD,Translation rate,0.2664489795918367,3.6859404417555203e-14,1,0.1
126,Minimal,WGD,Protein abundance,0.088469387755102,0.0614139874664879,1,0.1
127,Minimal,WGD,Divergence ratio,0.2343163265306122,5.1327275762957925e-11,1,0.1
128,Mixed,WGD,Transcription rate,0.0982857142857142,0.0273358887499326,1,0.1
129,Mixed,WGD,Translation rate,0.0352857142857142,0.9387262468239652,1,0.1
130,Mixed,WGD,Protein abundance,0.1098775510204081,0.0094198739798827,1,0.1
131,Mixed,WGD,Divergence ratio,0.1043265306122449,0.0159242936359182,1,0.1
132,No Cost,WGD,Transcription rate,0.0801224489795918,0.1143228441793926,1,0.1
133,No Cost,WGD,Translation rate,0.1272857142857142,0.0015209698581106,1,0.1
134,No Cost,WGD,Protein abundance,0.1048775510204081,0.0151337056685426,1,0.1
135,No Cost,WGD,Divergence ratio,0.0909795918367347,0.0503368264828324,1,0.1
136,ADS,WGD,Transcription rate,0.1025306122448979,0.0187621560477317,1,0.1
137,ADS,WGD,Translation rate,0.241,1.2359224754732168e-11,1,0.1
138,ADS,WGD,Protein abundance,0.1053775510204081,0.0144473205513723,1,0.1
139,ADS,WGD,Divergence ratio,0.2529795918367347,8.677503160470225e-13,1,0.1
140,Minimal,WGD,Transcription rate,0.0934489795918367,0.0411675568635852,1,0.1
141,Minimal,WGD,Translation rate,0.2534489795918367,7.795986078917849e-13,1,0.1
142,Minimal,WGD,Protein abundance,0.0921326530612244,0.0458562684981861,1,0.1
143,Minimal,WGD,Divergence ratio,0.2410306122448979,1.2287060258131532e-11,1,0.1
144,Mixed,WGD,Transcription rate,0.0676224489795918,0.2581035443827219,2,0.1
145,Mixed,WGD,Translation rate,0.0846428571428571,0.0822808813492715,2,0.1
146,Mixed,WGD,Protein abundance,0.0913775510204081,0.0487495274943088,2,0.1
147,Mixed,WGD,Divergence ratio,0.0577653061224489,0.4420370321573678,2,0.1
148,No Cost,WGD,Transcription rate,0.0786122448979591,0.1270846818974033,2,0.1
149,No Cost,WGD,Translation rate,0.0735204081632653,0.1788769095354775,2,0.1
150,No Cost,WGD,Protein abundance,0.0963775510204081,0.0322075209261322,2,0.1
151,No Cost,WGD,Divergence ratio,0.102734693877551,0.01841864771625,2,0.1
152,ADS,WGD,Transcription rate,0.0616224489795918,0.3623483315808611,2,0.1
153,ADS,WGD,Translation rate,0.1096224489795918,0.0096556591670835,2,0.1
154,ADS,WGD,Protein abundance,0.0948775510204081,0.0365566796736598,2,0.1
155,ADS,WGD,Divergence ratio,0.0664795918367347,0.2760715913882247,2,0.1
156,Minimal,WGD,Transcription rate,0.0616224489795918,0.3623483315808611,2,0.1
157,Minimal,WGD,Translation rate,0.1040408163265306,0.016347974034865,2,0.1
158,Minimal,WGD,Protein abundance,0.1033775510204081,0.0173717456447765,2,0.1
159,Minimal,WGD,Divergence ratio,0.0699795918367346,0.2237806590569091,2,0.1
160,Mixed,WGD,Transcription rate,0.0681224489795918,0.250517144091314,2,0.1
161,Mixed,WGD,Translation rate,0.0921428571428571,0.045818205250805,2,0.1
162,Mixed,WGD,Protein abundance,0.0988775510204081,0.0259632439294937,2,0.1
163,Mixed,WGD,Divergence ratio,0.0512959183673469,0.5938285751231951,2,0.1
164,No Cost,WGD,Transcription rate,0.0717653061224489,0.2001608583564169,2,0.1
165,No Cost,WGD,Translation rate,0.0698979591836734,0.2249079371471724,2,0.1
166,No Cost,WGD,Protein abundance,0.089969387755102,0.0545682061672602,2,0.1
167,No Cost,WGD,Divergence ratio,0.080234693877551,0.1134157731496916,2,0.1
168,ADS,WGD,Transcription rate,0.0551224489795918,0.5017645689635724,2,0.1
169,ADS,WGD,Translation rate,0.1127857142857142,0.007077288220723,2,0.1
170,ADS,WGD,Protein abundance,0.0948775510204081,0.0365566796736598,2,0.1
171,ADS,WGD,Divergence ratio,0.0698163265306122,0.2260394787929288,2,0.1
172,Minimal,WGD,Transcription rate,0.0543571428571428,0.5197240591390164,2,0.1
173,Minimal,WGD,Translation rate,0.1107857142857142,0.0086221443367459,2,0.1
174,Minimal,WGD,Protein abundance,0.084204081632653,0.0850176160276003,2,0.1
175,Minimal,WGD,Divergence ratio,0.0643163265306122,0.3125100007002982,2,0.1
176,Mixed,WGD,Transcription rate,0.0776224489795918,0.1360654495353549,2,0.1
177,Mixed,WGD,Translation rate,0.0722244897959183,0.1944190653443981,2,0.1
178,Mixed,WGD,Protein abundance,0.0878673469387755,0.064361378367291,2,0.1
179,Mixed,WGD,Divergence ratio,0.0602959183673469,0.3886818079890399,2,0.1
180,No Cost,WGD,Transcription rate,0.0970306122448979,0.030460607978151,2,0.1
181,No Cost,WGD,Translation rate,0.0622959183673469,0.3494303886419644,2,0.1
182,No Cost,WGD,Protein abundance,0.1043775510204081,0.0158491980501278,2,0.1
183,No Cost,WGD,Divergence ratio,0.093734693877551,0.0402069646299312,2,0.1
184,ADS,WGD,Transcription rate,0.0531224489795918,0.5492222493016475,2,0.1
185,ADS,WGD,Translation rate,0.1347857142857143,0.0006380942991025,2,0.1
186,ADS,WGD,Protein abundance,0.0899591836734693,0.0546124887679068,2,0.1
187,ADS,WGD,Divergence ratio,0.0755306122448979,0.1567305582266994,2,0.1
188,Minimal,WGD,Transcription rate,0.0626224489795918,0.3432743190807457,2,0.1
189,Minimal,WGD,Translation rate,0.1367857142857143,0.0005018936276192,2,0.1
190,Minimal,WGD,Protein abundance,0.1004591836734693,0.0225894789213143,2,0.1
191,Minimal,WGD,Divergence ratio,0.0789795918367347,0.1238779038336297,2,0.1
192,Mixed,WGD,Transcription rate,0.0606224489795918,0.3820907859602954,3,0.1
193,Mixed,WGD,Translation rate,0.1693979591836734,6.0361542596476525e-06,3,0.1
194,Mixed,WGD,Protein abundance,0.0966326530612245,0.0315149559144529,3,0.1
195,Mixed,WGD,Divergence ratio,0.1047653061224489,0.0152920032837603,3,0.1
196,No Cost,WGD,Transcription rate,0.0970816326530612,0.0303280516164512,3,0.1
197,No Cost,WGD,Translation rate,0.1551428571428571,4.68771294903636e-05,3,0.1
198,No Cost,WGD,Protein abundance,0.0839591836734693,0.0865780102734122,3,0.1
199,No Cost,WGD,Divergence ratio,0.135234693877551,0.0006047965016094,3,0.1
200,ADS,WGD,Transcription rate,0.0600306122448979,0.3940820128673197,3,0.1
201,ADS,WGD,Translation rate,0.1153979591836734,0.005439540284711,3,0.1
202,ADS,WGD,Protein abundance,0.0963775510204081,0.0322075209261322,3,0.1
203,ADS,WGD,Divergence ratio,0.0830612244897959,0.0925050491261096,3,0.1
204,Minimal,WGD,Transcription rate,0.0563571428571428,0.4733942948611195,3,0.1
205,Minimal,WGD,Translation rate,0.1196428571428571,0.0035010104635283,3,0.1
206,Minimal,WGD,Protein abundance,0.088704081632653,0.0602966705955414,3,0.1
207,Minimal,WGD,Divergence ratio,0.0868673469387755,0.0695239246189154,3,0.1
208,Mixed,WGD,Transcription rate,0.0591224489795918,0.412927611244577,3,0.1
209,Mixed,WGD,Translation rate,0.1637244897959183,1.3950254393435555e-05,3,0.1
210,Mixed,WGD,Protein abundance,0.0983775510204081,0.0271187866917471,3,0.1
211,Mixed,WGD,Divergence ratio,0.1118367346938775,0.0077760468709903,3,0.1
212,No Cost,WGD,Transcription rate,0.0890306122448979,0.0587709837016976,3,0.1
213,No Cost,WGD,Translation rate,0.1526428571428571,6.590191239197463e-05,3,0.1
214,No Cost,WGD,Protein abundance,0.0873775510204081,0.0668477686548062,3,0.1
215,No Cost,WGD,Divergence ratio,0.141234693877551,0.0002904604018133,3,0.1
216,ADS,WGD,Transcription rate,0.0527653061224489,0.5578685591253882,3,0.1
217,ADS,WGD,Translation rate,0.1192244897959183,0.0036589934125706,3,0.1
218,ADS,WGD,Protein abundance,0.102969387755102,0.0180299736276935,3,0.1
219,ADS,WGD,Divergence ratio,0.077234693877551,0.1397174543454099,3,0.1
220,Minimal,WGD,Transcription rate,0.0600306122448979,0.3940820128673197,3,0.1
221,Minimal,WGD,Translation rate,0.1093979591836734,0.0098678007649635,3,0.1
222,Minimal,WGD,Protein abundance,0.0943775510204081,0.0381163825476169,3,0.1
223,Minimal,WGD,Divergence ratio,0.088234693877551,0.0625485369436938,3,0.1
224,Mixed,WGD,Transcription rate,0.0641224489795918,0.3159345387132761,3,0.1
225,Mixed,WGD,Translation rate,0.1747244897959183,2.6772956557286065e-06,3,0.1
226,Mixed,WGD,Protein abundance,0.1023775510204081,0.0190237403682561,3,0.1
227,Mixed,WGD,Divergence ratio,0.0908367346938775,0.0509172207125873,3,0.1
228,No Cost,WGD,Transcription rate,0.0914591836734693,0.048429307874902,3,0.1
229,No Cost,WGD,Translation rate,0.1398979591836734,0.0003429725203535,3,0.1
230,No Cost,WGD,Protein abundance,0.0968775510204081,0.0308623678913047,3,0.1
231,No Cost,WGD,Divergence ratio,0.133734693877551,0.0007228694874753,3,0.1
232,ADS,WGD,Transcription rate,0.0539591836734693,0.5291621517558416,3,0.1
233,ADS,WGD,Translation rate,0.1122244897959183,0.0074832660108873,3,0.1
234,ADS,WGD,Protein abundance,0.0941326530612245,0.038901319753243,3,0.1
235,ADS,WGD,Divergence ratio,0.079734693877551,0.1174926692873326,3,0.1
236,Minimal,WGD,Transcription rate,0.0456224489795918,0.7344020491409717,3,0.1
237,Minimal,WGD,Translation rate,0.1078979591836734,0.0113952008633781,3,0.1
238,Minimal,WGD,Protein abundance,0.0936428571428571,0.0405135800486804,3,0.1
239,Minimal,WGD,Divergence ratio,0.0737755102040816,0.175938436364252,3,0.1
240,Mixed,WGD,Transcription rate,0.0521224489795918,0.573523975326184,4,0.1
241,Mixed,WGD,Translation rate,0.2360612244897959,3.5547675913960575e-11,4,0.1
242,Mixed,WGD,Protein abundance,0.0938775510204081,0.0397338682322312,4,0.1
243,Mixed,WGD,Divergence ratio,0.1303367346938775,0.0010747016786019,4,0.1
244,No Cost,WGD,Transcription rate,0.0887653061224489,0.0600074826447047,4,0.1
245,No Cost,WGD,Translation rate,0.2276938775510204,2.0174906190106867e-10,4,0.1
246,No Cost,WGD,Protein abundance,0.0929591836734693,0.0428610555542355,4,0.1
247,No Cost,WGD,Divergence ratio,0.156234693877551,4.0325988462264206e-05,4,0.1
248,ADS,WGD,Transcription rate,0.0682653061224489,0.2483698237213732,4,0.1
249,ADS,WGD,Translation rate,0.2011428571428571,3.244634949606251e-08,4,0.1
250,ADS,WGD,Protein abundance,0.0849591836734693,0.0803550482531265,4,0.1
251,ADS,WGD,Divergence ratio,0.123734693877551,0.0022550453676261,4,0.1
252,Minimal,WGD,Transcription rate,0.0872653061224489,0.0674279111746397,4,0.1
253,Minimal,WGD,Translation rate,0.1887244897959183,2.7954616144132416e-07,4,0.1
254,Minimal,WGD,Protein abundance,0.0878469387755102,0.0644626264656216,4,0.1
255,Minimal,WGD,Divergence ratio,0.1287857142857142,0.0012835525255346,4,0.1
256,Mixed,WGD,Transcription rate,0.0512653061224489,0.5945953702007134,4,0.1
257,Mixed,WGD,Translation rate,0.2263877551020408,2.6310753575842227e-10,4,0.1
258,Mixed,WGD,Protein abundance,0.101704081632653,0.0202138659307052,4,0.1
259,Mixed,WGD,Divergence ratio,0.1338367346938775,0.0007141989712902,4,0.1
260,No Cost,WGD,Transcription rate,0.0727653061224489,0.1878049397059014,4,0.1
261,No Cost,WGD,Translation rate,0.2171938775510204,1.6260063295803207e-09,4,0.1
262,No Cost,WGD,Protein abundance,0.0953775510204081,0.0350530683723024,4,0.1
263,No Cost,WGD,Divergence ratio,0.1430408163265306,0.0002314619567679,4,0.1
264,ADS,WGD,Transcription rate,0.0680510204081632,0.2515921533847994,4,0.1
265,ADS,WGD,Translation rate,0.1960306122448979,8.008722263141976e-08,4,0.1
266,ADS,WGD,Protein abundance,0.0863775510204081,0.0721785919467515,4,0.1
267,ADS,WGD,Divergence ratio,0.123734693877551,0.0022550453676261,4,0.1
268,Minimal,WGD,Transcription rate,0.0630816326530612,0.3347324722683742,4,0.1
269,Minimal,WGD,Translation rate,0.1983571428571428,5.323927809719464e-08,4,0.1
270,Minimal,WGD,Protein abundance,0.0948775510204081,0.0365566796736598,4,0.1
271,Minimal,WGD,Divergence ratio,0.117734693877551,0.0042764044632651,4,0.1
272,Mixed,WGD,Transcription rate,0.0551224489795918,0.5017645689635724,4,0.1
273,Mixed,WGD,Translation rate,0.2271938775510204,2.2334656346600923e-10,4,0.1
274,Mixed,WGD,Protein abundance,0.0956428571428571,0.0342775745178709,4,0.1
275,Mixed,WGD,Divergence ratio,0.1193367346938775,0.0036160109303505,4,0.1
276,No Cost,WGD,Transcription rate,0.0805510204081632,0.1108992502649423,4,0.1
277,No Cost,WGD,Translation rate,0.2151122448979592,2.4296543665869304e-09,4,0.1
278,No Cost,WGD,Protein abundance,0.0948775510204081,0.0365566796736598,4,0.1
279,No Cost,WGD,Divergence ratio,0.148734693877551,0.0001109893188414,4,0.1
280,ADS,WGD,Transcription rate,0.0546224489795918,0.513466242436968,4,0.1
281,ADS,WGD,Translation rate,0.1982244897959183,5.4509039060235416e-08,4,0.1
282,ADS,WGD,Protein abundance,0.1003775510204081,0.0227535938641202,4,0.1
283,ADS,WGD,Divergence ratio,0.108234693877551,0.0110348841177274,4,0.1
284,Minimal,WGD,Transcription rate,0.0566122448979591,0.4676324897737125,4,0.1
285,Minimal,WGD,Translation rate,0.1862244897959183,4.239838026220966e-07,4,0.1
286,Minimal,WGD,Protein abundance,0.0996326530612244,0.0243006676618935,4,0.1
287,Minimal,WGD,Divergence ratio,0.125734693877551,0.001808954643972,4,0.1
288,Mixed,WGD,Transcription rate,0.0456224489795918,0.7344020491409717,5,0.1
289,Mixed,WGD,Translation rate,0.2923877551020408,2.220446049250313e-16,5,0.1
290,Mixed,WGD,Protein abundance,0.0893775510204081,0.0571866509933166,5,0.1
291,Mixed,WGD,Divergence ratio,0.1513367346938775,7.856408533923886e-05,5,0.1
292,No Cost,WGD,Transcription rate,0.0820510204081632,0.0995763243115415,5,0.1
293,No Cost,WGD,Translation rate,0.2999795918367346,2.220446049250313e-16,5,0.1
294,No Cost,WGD,Protein abundance,0.0883775510204081,0.0618560680051304,5,0.1
295,No Cost,WGD,Divergence ratio,0.1599081632653061,2.411129693735692e-05,5,0.1
296,ADS,WGD,Transcription rate,0.0730816326530612,0.1840228197057274,5,0.1
297,ADS,WGD,Translation rate,0.2596938775510204,1.859623566247137e-13,5,0.1
298,ADS,WGD,Protein abundance,0.0863775510204081,0.0721785919467515,5,0.1
299,ADS,WGD,Divergence ratio,0.157234693877551,3.50995605619131e-05,5,0.1
300,Minimal,WGD,Transcription rate,0.0680816326530612,0.2511203086770264,5,0.1
301,Minimal,WGD,Translation rate,0.2655612244897959,4.696243394164412e-14,5,0.1
302,Minimal,WGD,Protein abundance,0.0943775510204081,0.0381163825476169,5,0.1
303,Minimal,WGD,Divergence ratio,0.1485408163265306,0.0001138597472305,5,0.1
304,Mixed,WGD,Transcription rate,0.0536224489795918,0.5372024897896115,5,0.1
305,Mixed,WGD,Translation rate,0.3083877551020408,2.220446049250313e-16,5,0.1
306,Mixed,WGD,Protein abundance,0.1041428571428571,0.0161955731764882,5,0.1
307,Mixed,WGD,Divergence ratio,0.1468367346938775,0.0001422602729472,5,0.1
308,No Cost,WGD,Transcription rate,0.072938775510204,0.1857254710825792,5,0.1
309,No Cost,WGD,Translation rate,0.3000612244897959,2.220446049250313e-16,5,0.1
310,No Cost,WGD,Protein abundance,0.0918775510204081,0.0468166129984859,5,0.1
311,No Cost,WGD,Divergence ratio,0.1620408163265306,1.7788447229660775e-05,5,0.1
312,ADS,WGD,Transcription rate,0.0588571428571428,0.4185263290945694,5,0.1
313,ADS,WGD,Translation rate,0.2720612244897959,9.880984919163892e-15,5,0.1
314,ADS,WGD,Protein abundance,0.0943775510204081,0.0381163825476169,5,0.1
315,ADS,WGD,Divergence ratio,0.1490408163265306,0.0001066048207665,5,0.1
316,Minimal,WGD,Transcription rate,0.0685510204081632,0.2441480741426894,5,0.1
317,Minimal,WGD,Translation rate,0.2663877551020408,3.6859404417555203e-14,5,0.1
318,Minimal,WGD,Protein abundance,0.0843775510204081,0.0839269742051269,5,0.1
319,Minimal,WGD,Divergence ratio,0.1500816326530612,9.288242621197096e-05,5,0.1
320,Mixed,WGD,Transcription rate,0.0486224489795918,0.6602927364086371,5,0.1
321,Mixed,WGD,Translation rate,0.2895612244897959,2.220446049250313e-16,5,0.1
322,Mixed,WGD,Protein abundance,0.1003775510204081,0.0227535938641202,5,0.1
323,Mixed,WGD,Divergence ratio,0.1465408163265306,0.0001478328365318,5,0.1
324,No Cost,WGD,Transcription rate,0.0800510204081632,0.11490186378619,5,0.1
325,No Cost,WGD,Translation rate,0.2691938775510204,1.8651746813702633e-14,5,0.1
326,No Cost,WGD,Protein abundance,0.0973775510204081,0.029566872686505,5,0.1
