,Model,Comparison,Property,KS stats,KS p-value,Ratio,Mut_sd
45,Minimal,WGD,Translation rate,0.2823469387755102,2.220446049250313e-16,1/2,0.1
46,Minimal,WGD,Protein abundance,0.1425510204081632,0.0002462316571201,1/2,0.1
47,Minimal,WGD,Divergence ratio,0.4109795918367347,2.220446049250313e-16,1/2,0.1
48,Mixed,WGD,Transcription rate,0.1896428571428571,2.395416186518063e-07,10,0.1
49,Mixed,WGD,Translation rate,0.3462142857142857,2.220446049250313e-16,10,0.1
50,Mixed,WGD,Protein abundance,0.1318163265306122,0.0009054050391475,10,0.1
51,Mixed,WGD,Divergence ratio,0.2157959183673469,2.1309166653438183e-09,10,0.1
52,No Cost,WGD,Transcription rate,0.2519387755102041,1.0982326159592048e-12,10,0.1
53,No Cost,WGD,Translation rate,0.2162959183673469,1.935074100956058e-09,10,0.1
54,No Cost,WGD,Protein abundance,0.213704081632653,3.181275687325069e-09,10,0.1
55,No Cost,WGD,Divergence ratio,0.2621938775510204,1.0103029524088925e-13,10,0.1
56,ADS,WGD,Transcription rate,0.1771428571428571,1.8353363038237087e-06,10,0.1
57,ADS,WGD,Translation rate,0.1902959183673469,2.145234000439089e-07,10,0.1
58,ADS,WGD,Protein abundance,0.143704081632653,0.000212788504771,10,0.1
59,ADS,WGD,Divergence ratio,0.1767959183673469,1.9381355954584123e-06,10,0.1
60,Minimal,WGD,Transcription rate,0.1911428571428571,1.858279746747016e-07,10,0.1
61,Minimal,WGD,Translation rate,0.1957857142857142,8.358238590133737e-08,10,0.1
62,Minimal,WGD,Protein abundance,0.1555510204081632,4.4318204292959074e-05,10,0.1
63,Minimal,WGD,Divergence ratio,0.1897959183673469,2.3343334798475726e-07,10,0.1
64,Mixed,WGD,Transcription rate,0.1866428571428571,3.9559345799133894e-07,10,0.1
65,Mixed,WGD,Translation rate,0.3557142857142857,2.220446049250313e-16,10,0.1
66,Mixed,WGD,Protein abundance,0.1398469387755102,0.0003451479122861,10,0.1
67,Mixed,WGD,Divergence ratio,0.2157959183673469,2.1309166653438183e-09,10,0.1
68,No Cost,WGD,Transcription rate,0.2319387755102041,8.428013842376457e-11,10,0.1
69,No Cost,WGD,Translation rate,0.2182959183673469,1.312857600410666e-09,10,0.1
70,No Cost,WGD,Protein abundance,0.1908775510204081,1.943881807742187e-07,10,0.1
71,No Cost,WGD,Divergence ratio,0.2426938775510204,8.565481657285545e-12,10,0.1
72,ADS,WGD,Transcription rate,0.1866428571428571,3.9559345799133894e-07,10,0.1
73,ADS,WGD,Translation rate,0.1943265306122449,1.0766882185819783e-07,10,0.1
74,ADS,WGD,Protein abundance,0.1580510204081632,3.131906448750055e-05,10,0.1
75,ADS,WGD,Divergence ratio,0.1907959183673469,1.9710037457709722e-07,10,0.1
76,Minimal,WGD,Transcription rate,0.1776428571428571,1.6963889483134764e-06,10,0.1
77,Minimal,WGD,Translation rate,0.2048265306122449,1.6667816793436433e-08,10,0.1
78,Minimal,WGD,Protein abundance,0.1440510204081632,0.0002035940357836,10,0.1
79,Minimal,WGD,Divergence ratio,0.1852959183673469,4.942037109545439e-07,10,0.1
80,Mixed,WGD,Transcription rate,0.1923163265306122,1.521316563835029e-07,10,0.1
81,Mixed,WGD,Translation rate,0.3492142857142857,2.220446049250313e-16,10,0.1
82,Mixed,WGD,Protein abundance,0.1390510204081632,0.0003807418938919,10,0.1
83,Mixed,WGD,Divergence ratio,0.2137959183673469,3.126363945504806e-09,10,0.1
84,No Cost,WGD,Transcription rate,0.249438775510204,1.93300930817486e-12,10,0.1
85,No Cost,WGD,Translation rate,0.2292142857142857,1.4793888336583902e-10,10,0.1
86,No Cost,WGD,Protein abundance,0.207704081632653,9.821930269104941e-09,10,0.1
87,No Cost,WGD,Divergence ratio,0.2626938775510204,9.15933995315754e-14,10,0.1
88,ADS,WGD,Transcription rate,0.1891428571428571,2.6057913216082085e-07,10,0.1
89,ADS,WGD,Translation rate,0.1842142857142857,5.90214731310823e-07,10,0.1
90,ADS,WGD,Protein abundance,0.1585510204081632,2.9198548690878567e-05,10,0.1
91,ADS,WGD,Divergence ratio,0.1867959183673469,3.856689567705018e-07,10,0.1
92,Minimal,WGD,Transcription rate,0.1861428571428571,4.2974853409205593e-07,10,0.1
93,Minimal,WGD,Translation rate,0.1908265306122449,1.9607548407130082e-07,10,0.1
94,Minimal,WGD,Protein abundance,0.1457142857142857,0.0001645044808611,10,0.1
95,Minimal,WGD,Divergence ratio,0.1797959183673469,1.2055181281001026e-06,10,0.1
96,Mixed,WGD,Transcription rate,0.1646428571428571,1.2205202016946082e-05,1,0.1
97,Mixed,WGD,Translation rate,0.2977857142857142,2.220446049250313e-16,1,0.1
98,Mixed,WGD,Protein abundance,0.1500510204081632,9.326158549882724e-05,1,0.1
99,Mixed,WGD,Divergence ratio,0.1578367346938775,3.227234154978831e-05,1,0.1
100,No Cost,WGD,Transcription rate,0.221938775510204,6.412338438011034e-10,1,0.1
101,No Cost,WGD,Translation rate,0.2191020408163265,1.1211237493924384e-09,1,0.1
102,No Cost,WGD,Protein abundance,0.249204081632653,2.0385915178167124e-12,1,0.1
103,No Cost,WGD,Divergence ratio,0.1350102040816326,0.0006212370071699,1,0.1
104,ADS,WGD,Transcription rate,0.1676734693877551,7.81075872280379e-06,1,0.1
105,ADS,WGD,Translation rate,0.2362959183673469,3.383504587617381e-11,1,0.1
106,ADS,WGD,Protein abundance,0.1413469387755102,0.0002864189446994,1,0.1
107,ADS,WGD,Divergence ratio,0.2917244897959183,2.220446049250313e-16,1,0.1
108,Minimal,WGD,Transcription rate,0.1601734693877551,2.3221804901663035e-05,1,0.1
109,Minimal,WGD,Translation rate,0.2502959183673469,1.5943912856641873e-12,1,0.1
110,Minimal,WGD,Protein abundance,0.1475510204081632,0.0001296225428867,1,0.1
111,Minimal,WGD,Divergence ratio,0.2939795918367347,2.220446049250313e-16,1,0.1
112,Mixed,WGD,Transcription rate,0.1838163265306122,6.298875047106023e-07,1,0.1
113,Mixed,WGD,Translation rate,0.2967959183673469,2.220446049250313e-16,1,0.1
114,Mixed,WGD,Protein abundance,0.172704081632653,3.655431311755386e-06,1,0.1
115,Mixed,WGD,Divergence ratio,0.1608367346938775,2.1131606353752552e-05,1,0.1
116,No Cost,WGD,Transcription rate,0.2409387755102041,1.253053216743183e-11,1,0.1
117,No Cost,WGD,Translation rate,0.2368469387755102,3.008038262919399e-11,1,0.1
118,No Cost,WGD,Protein abundance,0.267265306122449,2.9976021664879227e-14,1,0.1
119,No Cost,WGD,Divergence ratio,0.1480102040816326,0.0001220689246496,1,0.1
120,ADS,WGD,Transcription rate,0.1716734693877551,4.278620425290924e-06,1,0.1
121,ADS,WGD,Translation rate,0.2337959183673469,5.726175089648677e-11,1,0.1
122,ADS,WGD,Protein abundance,0.1343469387755102,0.000672285615518,1,0.1
123,ADS,WGD,Divergence ratio,0.3005714285714285,2.220446049250313e-16,1,0.1
124,Minimal,WGD,Transcription rate,0.1711734693877551,4.61658600614534e-06,1,0.1
125,Minimal,WGD,Translation rate,0.2332959183673469,6.357292470227094e-11,1,0.1
126,Minimal,WGD,Protein abundance,0.1302142857142857,0.0010899553060746,1,0.1
127,Minimal,WGD,Divergence ratio,0.3003163265306122,2.220446049250313e-16,1,0.1
128,Mixed,WGD,Transcription rate,0.1821428571428571,8.267641484760446e-07,1,0.1
129,Mixed,WGD,Translation rate,0.2787142857142857,2.997602166487923e-15,1,0.1
130,Mixed,WGD,Protein abundance,0.1655510204081632,1.0686447466712323e-05,1,0.1
131,Mixed,WGD,Divergence ratio,0.1585,2.9408490265891984e-05,1,0.1
132,No Cost,WGD,Transcription rate,0.244438775510204,5.849098982935175e-12,1,0.1
133,No Cost,WGD,Translation rate,0.2288469387755102,1.5938150799144069e-10,1,0.1
134,No Cost,WGD,Protein abundance,0.266765306122449,3.341771304121721e-14,1,0.1
135,No Cost,WGD,Divergence ratio,0.1591938775510204,2.6673889938377823e-05,1,0.1
136,ADS,WGD,Transcription rate,0.1686734693877551,6.728751353324292e-06,1,0.1
137,ADS,WGD,Translation rate,0.2417959183673469,1.0416445483940606e-11,1,0.1
138,ADS,WGD,Protein abundance,0.1475510204081632,0.0001296225428867,1,0.1
139,ADS,WGD,Divergence ratio,0.3004795918367346,2.220446049250313e-16,1,0.1
140,Minimal,WGD,Transcription rate,0.1600102040816326,2.3765937796182968e-05,1,0.1
141,Minimal,WGD,Translation rate,0.2337959183673469,5.726175089648677e-11,1,0.1
142,Minimal,WGD,Protein abundance,0.1525510204081632,6.67254335096068e-05,1,0.1
143,Minimal,WGD,Divergence ratio,0.2739795918367347,6.3282712403633915e-15,1,0.1
144,Mixed,WGD,Transcription rate,0.1631428571428571,1.5176339767664082e-05,2,0.1
145,Mixed,WGD,Translation rate,0.3007142857142857,2.220446049250313e-16,2,0.1
146,Mixed,WGD,Protein abundance,0.1358469387755102,0.0005620158516573,2,0.1
147,Mixed,WGD,Divergence ratio,0.1723367346938775,3.866803946372954e-06,2,0.1
148,No Cost,WGD,Transcription rate,0.2334387755102041,6.166722688050186e-11,2,0.1
149,No Cost,WGD,Translation rate,0.1227959183673469,0.0024977471957317,2,0.1
150,No Cost,WGD,Protein abundance,0.220704081632653,8.187894806610531e-10,2,0.1
151,No Cost,WGD,Divergence ratio,0.1992959183673469,4.509570949995378e-08,2,0.1
152,ADS,WGD,Transcription rate,0.1401734693877551,0.000331469873057,2,0.1
153,ADS,WGD,Translation rate,0.1847959183673469,5.365442476978899e-07,2,0.1
154,ADS,WGD,Protein abundance,0.1363469387755102,0.0005291999576344,2,0.1
155,ADS,WGD,Divergence ratio,0.1705714285714285,5.0574995045238325e-06,2,0.1
156,Minimal,WGD,Transcription rate,0.1296734693877551,0.0011598038596757,2,0.1
157,Minimal,WGD,Translation rate,0.1612959183673469,1.979131899088049e-05,2,0.1
158,Minimal,WGD,Protein abundance,0.1378469387755102,0.0004412170030166,2,0.1
159,Minimal,WGD,Divergence ratio,0.1623163265306122,1.7097320781700454e-05,2,0.1
160,Mixed,WGD,Transcription rate,0.1786428571428571,1.4482705283924702e-06,2,0.1
161,Mixed,WGD,Translation rate,0.3087959183673469,2.220446049250313e-16,2,0.1
162,Mixed,WGD,Protein abundance,0.1370510204081632,0.0004860275615311,2,0.1
163,Mixed,WGD,Divergence ratio,0.1792959183673469,1.3055344268986246e-06,2,0.1
164,No Cost,WGD,Transcription rate,0.2344387755102041,5.001232761259189e-11,2,0.1
165,No Cost,WGD,Translation rate,0.1287959183673469,0.001282065000528,2,0.1
166,No Cost,WGD,Protein abundance,0.2288571428571428,1.5908419026544607e-10,2,0.1
167,No Cost,WGD,Divergence ratio,0.2040102040816326,1.93370857104469e-08,2,0.1
168,ADS,WGD,Transcription rate,0.1281734693877551,0.0013759647135208,2,0.1
169,ADS,WGD,Translation rate,0.1728061224489795,3.5986402610044266e-06,2,0.1
170,ADS,WGD,Protein abundance,0.1470510204081632,0.000138351618153,2,0.1
171,ADS,WGD,Divergence ratio,0.1578163265306122,3.236378933368922e-05,2,0.1
172,Minimal,WGD,Transcription rate,0.1326734693877551,0.0008190848477095,2,0.1
173,Minimal,WGD,Translation rate,0.1742959183673469,2.861015011457191e-06,2,0.1
174,Minimal,WGD,Protein abundance,0.143204081632653,0.0002267273434016,2,0.1
175,Minimal,WGD,Divergence ratio,0.1575714285714285,3.348997768282125e-05,2,0.1
176,Mixed,WGD,Transcription rate,0.1796428571428571,1.2353217061500388e-06,2,0.1
177,Mixed,WGD,Translation rate,0.3162857142857143,2.220446049250313e-16,2,0.1
178,Mixed,WGD,Protein abundance,0.1380510204081632,0.0004303676803537,2,0.1
179,Mixed,WGD,Divergence ratio,0.1765,2.0301709885428565e-06,2,0.1
180,No Cost,WGD,Transcription rate,0.2534387755102041,7.819300762434979e-13,2,0.1
181,No Cost,WGD,Translation rate,0.1247959183673469,0.0020069975613347,2,0.1
182,No Cost,WGD,Protein abundance,0.247704081632653,2.8456126344167387e-12,2,0.1
183,No Cost,WGD,Divergence ratio,0.2215102040816326,6.979504751924991e-10,2,0.1
184,ADS,WGD,Transcription rate,0.1241734693877551,0.0021492393307857,2,0.1
185,ADS,WGD,Translation rate,0.1852959183673469,4.942037109545439e-07,2,0.1
186,ADS,WGD,Protein abundance,0.1490510204081632,0.0001064598388884,2,0.1
187,ADS,WGD,Divergence ratio,0.1690714285714285,6.339323541881825e-06,2,0.1
188,Minimal,WGD,Transcription rate,0.1316020408163265,0.0009282741851824,2,0.1
189,Minimal,WGD,Translation rate,0.1777959183673469,1.6559268870564026e-06,2,0.1
190,Minimal,WGD,Protein abundance,0.133704081632653,0.0007254908202892,2,0.1
191,Minimal,WGD,Divergence ratio,0.1723163265306122,3.878815088675935e-06,2,0.1
192,Mixed,WGD,Transcription rate,0.1771428571428571,1.8353363038237087e-06,3,0.1
193,Mixed,WGD,Translation rate,0.3177142857142857,2.220446049250313e-16,3,0.1
194,Mixed,WGD,Protein abundance,0.1320510204081632,0.0008809590034282,3,0.1
195,Mixed,WGD,Divergence ratio,0.187234693877551,3.585479558809723e-07,3,0.1
196,No Cost,WGD,Transcription rate,0.2343571428571428,5.0879189750219205e-11,3,0.1
197,No Cost,WGD,Translation rate,0.0987857142857142,0.0261721554588891,3,0.1
198,No Cost,WGD,Protein abundance,0.214704081632653,2.6278512699207113e-09,3,0.1
199,No Cost,WGD,Divergence ratio,0.2246938775510204,3.700764139580315e-10,3,0.1
200,ADS,WGD,Transcription rate,0.1516428571428571,7.540335390310293e-05,3,0.1
201,ADS,WGD,Translation rate,0.1448061224489795,0.0001848679095038,3,0.1
202,ADS,WGD,Protein abundance,0.1580510204081632,3.131906448750055e-05,3,0.1
203,ADS,WGD,Divergence ratio,0.1065714285714285,0.0129204572172767,3,0.1
204,Minimal,WGD,Transcription rate,0.1466428571428571,0.000145885766975,3,0.1
205,Minimal,WGD,Translation rate,0.1168061224489795,0.0047080947757328,3,0.1
206,Minimal,WGD,Protein abundance,0.1380510204081632,0.0004303676803537,3,0.1
207,Minimal,WGD,Divergence ratio,0.0980714285714285,0.0278488100375687,3,0.1
208,Mixed,WGD,Transcription rate,0.1956428571428571,8.569397758062537e-08,3,0.1
209,Mixed,WGD,Translation rate,0.3167142857142857,2.220446049250313e-16,3,0.1
210,Mixed,WGD,Protein abundance,0.1533775510204081,5.966040758831337e-05,3,0.1
211,Mixed,WGD,Divergence ratio,0.2017959183673469,2.8858534117937044e-08,3,0.1
212,No Cost,WGD,Transcription rate,0.249938775510204,1.7256196471748808e-12,3,0.1
213,No Cost,WGD,Translation rate,0.1122959183673469,0.0074303652206496,3,0.1
214,No Cost,WGD,Protein abundance,0.233204081632653,6.479616843080294e-11,3,0.1
215,No Cost,WGD,Divergence ratio,0.2332959183673469,6.357292470227094e-11,3,0.1
216,ADS,WGD,Transcription rate,0.1426428571428571,0.0002433940576589,3,0.1
217,ADS,WGD,Translation rate,0.1232959183673469,0.002365608029984,3,0.1
218,ADS,WGD,Protein abundance,0.1495510204081632,9.965359340036171e-05,3,0.1
219,ADS,WGD,Divergence ratio,0.1027959183673469,0.0183162805329366,3,0.1
220,Minimal,WGD,Transcription rate,0.1346428571428571,0.0006490412492989,3,0.1
221,Minimal,WGD,Translation rate,0.1152959183673469,0.0054962682401858,3,0.1
222,Minimal,WGD,Protein abundance,0.1397142857142857,0.0003508536769923,3,0.1
223,Minimal,WGD,Divergence ratio,0.1005714285714285,0.0223659415258238,3,0.1
224,Mixed,WGD,Transcription rate,0.1996428571428571,4.240246298525818e-08,3,0.1
225,Mixed,WGD,Translation rate,0.3122959183673469,2.220446049250313e-16,3,0.1
226,Mixed,WGD,Protein abundance,0.1675510204081632,7.954045082358974e-06,3,0.1
227,Mixed,WGD,Divergence ratio,0.2032959183673469,2.2017257350626096e-08,3,0.1
228,No Cost,WGD,Transcription rate,0.2489285714285714,2.163713652691968e-12,3,0.1
229,No Cost,WGD,Translation rate,0.0957959183673469,0.0338368508578477,3,0.1
230,No Cost,WGD,Protein abundance,0.2230306122448979,5.162267280311994e-10,3,0.1
231,No Cost,WGD,Divergence ratio,0.2348469387755102,4.5892845079720246e-11,3,0.1
232,ADS,WGD,Transcription rate,0.1493163265306122,0.0001027936343663,3,0.1
233,ADS,WGD,Translation rate,0.1227959183673469,0.0024977471957317,3,0.1
234,ADS,WGD,Protein abundance,0.1520510204081632,7.13786748951506e-05,3,0.1
235,ADS,WGD,Divergence ratio,0.1017959183673469,0.0200477927625747,3,0.1
236,Minimal,WGD,Transcription rate,0.1513163265306122,7.877779737230917e-05,3,0.1
237,Minimal,WGD,Translation rate,0.1392959183673469,0.0003694384824513,3,0.1
238,Minimal,WGD,Protein abundance,0.1445510204081632,0.0001910049065498,3,0.1
239,Minimal,WGD,Divergence ratio,0.1025714285714285,0.0186932934828076,3,0.1
240,Mixed,WGD,Transcription rate,0.1846428571428571,5.501961545251177e-07,4,0.1
241,Mixed,WGD,Translation rate,0.3212142857142857,2.220446049250313e-16,4,0.1
242,Mixed,WGD,Protein abundance,0.1390510204081632,0.0003807418938919,4,0.1
243,Mixed,WGD,Divergence ratio,0.2012959183673469,3.156788452862713e-08,4,0.1
244,No Cost,WGD,Transcription rate,0.2491938775510204,2.0408119638659628e-12,4,0.1
245,No Cost,WGD,Translation rate,0.1237959183673469,0.0022399618673591,4,0.1
246,No Cost,WGD,Protein abundance,0.2242142857142857,4.0760672614936766e-10,4,0.1
247,No Cost,WGD,Divergence ratio,0.2421938775510204,9.550693569337908e-12,4,0.1
248,ADS,WGD,Transcription rate,0.1453163265306122,0.0001731494852941,4,0.1
249,ADS,WGD,Translation rate,0.1024489795918367,0.0189012631882753,4,0.1
250,ADS,WGD,Protein abundance,0.1342142857142857,0.0006829549425099,4,0.1
251,ADS,WGD,Divergence ratio,0.1152959183673469,0.0054962682401858,4,0.1
252,Minimal,WGD,Transcription rate,0.1731428571428571,3.4174068015424552e-06,4,0.1
253,Minimal,WGD,Translation rate,0.1278979591836734,0.001419534519838,4,0.1
254,Minimal,WGD,Protein abundance,0.170704081632653,4.957106208181017e-06,4,0.1
255,Minimal,WGD,Divergence ratio,0.1322959183673469,0.0008561104374774,4,0.1
256,Mixed,WGD,Transcription rate,0.1701428571428571,5.395802635810298e-06,4,0.1
257,Mixed,WGD,Translation rate,0.3382142857142857,2.220446049250313e-16,4,0.1
258,Mixed,WGD,Protein abundance,0.1293469387755102,0.0012039679825955,4,0.1
259,Mixed,WGD,Divergence ratio,0.181234693877551,9.572354819908924e-07,4,0.1
260,No Cost,WGD,Transcription rate,0.2409387755102041,1.253053216743183e-11,4,0.1
261,No Cost,WGD,Translation rate,0.1224489795918367,0.0025934019825065,4,0.1
262,No Cost,WGD,Protein abundance,0.212704081632653,3.8476969388412385e-09,4,0.1
263,No Cost,WGD,Divergence ratio,0.2336938775510204,5.847256012714297e-11,4,0.1
264,ADS,WGD,Transcription rate,0.1596428571428571,2.503391776875752e-05,4,0.1
265,ADS,WGD,Translation rate,0.1308265306122449,0.0010156363286203,4,0.1
266,ADS,WGD,Protein abundance,0.145969387755102,0.0001591765425228,4,0.1
267,ADS,WGD,Divergence ratio,0.1207959183673469,0.0030974684496108,4,0.1
268,Minimal,WGD,Transcription rate,0.1601428571428571,2.332224581136355e-05,4,0.1
269,Minimal,WGD,Translation rate,0.0973061224489796,0.0297490828126839,4,0.1
270,Minimal,WGD,Protein abundance,0.1500510204081632,9.326158549882724e-05,4,0.1
271,Minimal,WGD,Divergence ratio,0.1297959183673469,0.0011436280774361,4,0.1
272,Mixed,WGD,Transcription rate,0.1831428571428571,7.029623070309299e-07,4,0.1
273,Mixed,WGD,Translation rate,0.3412142857142857,2.220446049250313e-16,4,0.1
274,Mixed,WGD,Protein abundance,0.1323163265306122,0.0008540713309179,4,0.1
275,Mixed,WGD,Divergence ratio,0.1985510204081632,5.145475412415834e-08,4,0.1
276,No Cost,WGD,Transcription rate,0.2824387755102041,2.220446049250313e-16,4,0.1
277,No Cost,WGD,Translation rate,0.1013265306122448,0.0209101309742613,4,0.1
278,No Cost,WGD,Protein abundance,0.2607040816326531,1.4643841694805817e-13,4,0.1
279,No Cost,WGD,Divergence ratio,0.2725102040816327,9.769962616701378e-15,4,0.1
280,ADS,WGD,Transcription rate,0.1741428571428571,2.9294847813110536e-06,4,0.1
281,ADS,WGD,Translation rate,0.1042959183673469,0.0159688618037668,4,0.1
282,ADS,WGD,Protein abundance,0.1670510204081632,8.566360275019669e-06,4,0.1
283,ADS,WGD,Divergence ratio,0.1337959183673469,0.0007176554135606,4,0.1
284,Minimal,WGD,Transcription rate,0.1573163265306122,3.4702708665346194e-05,4,0.1
285,Minimal,WGD,Translation rate,0.1038265306122449,0.0166730914084971,4,0.1
286,Minimal,WGD,Protein abundance,0.1358469387755102,0.0005620158516573,4,0.1
287,Minimal,WGD,Divergence ratio,0.1207959183673469,0.0030974684496108,4,0.1
288,Mixed,WGD,Transcription rate,0.1751428571428571,2.5089540743872263e-06,5,0.1
289,Mixed,WGD,Translation rate,0.3347857142857143,2.220446049250313e-16,5,0.1
290,Mixed,WGD,Protein abundance,0.1265510204081632,0.0016516086680441,5,0.1
291,Mixed,WGD,Divergence ratio,0.188734693877551,2.790655718731827e-07,5,0.1
292,No Cost,WGD,Transcription rate,0.2481938775510204,2.551070465983685e-12,5,0.1
293,No Cost,WGD,Translation rate,0.1387959183673469,0.0003928642199874,5,0.1
294,No Cost,WGD,Protein abundance,0.220204081632653,9.034958337039711e-10,5,0.1
295,No Cost,WGD,Divergence ratio,0.2486938775510204,2.2836177393514845e-12,5,0.1
296,ADS,WGD,Transcription rate,0.1676428571428571,7.846163842972764e-06,5,0.1
297,ADS,WGD,Translation rate,0.1188265306122449,0.003815389877056,5,0.1
298,ADS,WGD,Protein abundance,0.146704081632653,0.0001447349753832,5,0.1
299,ADS,WGD,Divergence ratio,0.1407959183673469,0.0003068026992369,5,0.1
300,Minimal,WGD,Transcription rate,0.1601428571428571,2.332224581136355e-05,5,0.1
301,Minimal,WGD,Translation rate,0.1197142857142857,0.0034746307550961,5,0.1
302,Minimal,WGD,Protein abundance,0.1403469387755102,0.0003244151196951,5,0.1
303,Minimal,WGD,Divergence ratio,0.1327959183673469,0.0008073997607613,5,0.1
304,Mixed,WGD,Transcription rate,0.1496428571428571,9.8448099328019e-05,5,0.1
305,Mixed,WGD,Translation rate,0.3377142857142857,2.220446049250313e-16,5,0.1
306,Mixed,WGD,Protein abundance,0.1333673469387755,0.00075490936225,5,0.1
307,Mixed,WGD,Divergence ratio,0.1806530612244898,1.0510048726875e-06,5,0.1
308,No Cost,WGD,Transcription rate,0.247938775510204,2.699063195166218e-12,5,0.1
309,No Cost,WGD,Translation rate,0.1277142857142857,0.0014492772500229,5,0.1
310,No Cost,WGD,Protein abundance,0.222704081632653,5.509913636458919e-10,5,0.1
311,No Cost,WGD,Divergence ratio,0.2465102040816326,3.705258322383997e-12,5,0.1
312,ADS,WGD,Transcription rate,0.1526428571428571,6.590191239197463e-05,5,0.1
313,ADS,WGD,Translation rate,0.1397857142857143,0.0003477722438097,5,0.1
314,ADS,WGD,Protein abundance,0.1358469387755102,0.0005620158516573,5,0.1
315,ADS,WGD,Divergence ratio,0.1367959183673469,0.0005012731507596,5,0.1
316,Minimal,WGD,Transcription rate,0.1431428571428571,0.0002284876932396,5,0.1
317,Minimal,WGD,Translation rate,0.1558265306122448,4.266587451851045e-05,5,0.1
318,Minimal,WGD,Protein abundance,0.1473469387755102,0.0001331220176336,5,0.1
319,Minimal,WGD,Divergence ratio,0.1237959183673469,0.0022399618673591,5,0.1
