,Model,Comparison,Property,KS stats,KS p-value,Ratio,Mut_sd
106,ADS,WGD,Protein abundance,0.0938775510204081,0.0397338682322312,1,0.1
107,ADS,WGD,Divergence ratio,0.2749795918367347,5.10702591327572e-15,1,0.1
108,Minimal,WGD,Transcription rate,0.1226530612244898,0.0025367835910247,1,0.1
109,Minimal,WGD,Translation rate,0.195704081632653,8.477998358902283e-08,1,0.1
110,Minimal,WGD,Protein abundance,0.0863775510204081,0.0721785919467515,1,0.1
111,Minimal,WGD,Divergence ratio,0.2610714285714285,1.3167245072054357e-13,1,0.1
112,Mixed,WGD,Transcription rate,0.0921734693877551,0.0457040977346451,1,0.1
113,Mixed,WGD,Translation rate,0.0467142857142857,0.7076617592091801,1,0.1
114,Mixed,WGD,Protein abundance,0.0913469387755102,0.048869864090307,1,0.1
115,Mixed,WGD,Divergence ratio,0.1304795918367347,0.001057150380905,1,0.1
116,No Cost,WGD,Transcription rate,0.087969387755102,0.0638535428987289,1,0.1
117,No Cost,WGD,Translation rate,0.0954897959183673,0.0347233087402389,1,0.1
118,No Cost,WGD,Protein abundance,0.0882653061224489,0.06239923676166,1,0.1
119,No Cost,WGD,Divergence ratio,0.1409795918367347,0.0002998571857681,1,0.1
120,ADS,WGD,Transcription rate,0.1351530612244898,0.0006107263736576,1,0.1
121,ADS,WGD,Translation rate,0.1714489795918367,4.427341818713515e-06,1,0.1
122,ADS,WGD,Protein abundance,0.0918775510204081,0.0468166129984859,1,0.1
123,ADS,WGD,Divergence ratio,0.2807244897959183,2.220446049250313e-16,1,0.1
124,Minimal,WGD,Transcription rate,0.1305714285714285,0.0010460109998436,1,0.1
125,Minimal,WGD,Translation rate,0.1699489795918367,5.556079384572144e-06,1,0.1
126,Minimal,WGD,Protein abundance,0.101469387755102,0.0206440423127384,1,0.1
127,Minimal,WGD,Divergence ratio,0.2654795918367347,4.696243394164412e-14,1,0.1
128,Mixed,WGD,Transcription rate,0.0926530612244898,0.0439499778173962,1,0.1
129,Mixed,WGD,Translation rate,0.0509489795918367,0.6024076165121425,1,0.1
130,Mixed,WGD,Protein abundance,0.0968775510204081,0.0308623678913047,1,0.1
131,Mixed,WGD,Divergence ratio,0.1360714285714285,0.0005470497469897,1,0.1
132,No Cost,WGD,Transcription rate,0.0766530612244898,0.1453475407901172,1,0.1
133,No Cost,WGD,Translation rate,0.0877857142857142,0.0647702292947868,1,0.1
134,No Cost,WGD,Protein abundance,0.0978775510204081,0.0283195097757975,1,0.1
135,No Cost,WGD,Divergence ratio,0.1393163265306122,0.0003685070066486,1,0.1
136,ADS,WGD,Transcription rate,0.1501530612244898,9.200427727651396e-05,1,0.1
137,ADS,WGD,Translation rate,0.1972857142857143,6.429646681738177e-08,1,0.1
138,ADS,WGD,Protein abundance,0.0893775510204081,0.0571866509933166,1,0.1
139,ADS,WGD,Divergence ratio,0.2914795918367347,2.220446049250313e-16,1,0.1
140,Minimal,WGD,Transcription rate,0.1471530612244898,0.0001365240768914,1,0.1
141,Minimal,WGD,Translation rate,0.1859489795918367,4.437307717930495e-07,1,0.1
142,Minimal,WGD,Protein abundance,0.0818775510204081,0.1008347238101222,1,0.1
143,Minimal,WGD,Divergence ratio,0.2728163265306122,9.769962616701378e-15,1,0.1
144,Mixed,WGD,Transcription rate,0.0817857142857142,0.1015057485683036,2,0.1
145,Mixed,WGD,Translation rate,0.0667142857142857,0.2723130170549469,2,0.1
146,Mixed,WGD,Protein abundance,0.0923775510204081,0.0449504276168061,2,0.1
147,Mixed,WGD,Divergence ratio,0.0680408163265306,0.2517448836774002,2,0.1
148,No Cost,WGD,Transcription rate,0.0531734693877551,0.5479925688518852,2,0.1
149,No Cost,WGD,Translation rate,0.0391224489795918,0.8773835576062198,2,0.1
150,No Cost,WGD,Protein abundance,0.0828775510204081,0.0937593606758803,2,0.1
151,No Cost,WGD,Divergence ratio,0.0508163265306122,0.6056877610610291,2,0.1
152,ADS,WGD,Transcription rate,0.0808877551020408,0.108268704943472,2,0.1
153,ADS,WGD,Translation rate,0.1018265306122448,0.0199931155594318,2,0.1
154,ADS,WGD,Protein abundance,0.0868775510204081,0.0694697211755124,2,0.1
155,ADS,WGD,Divergence ratio,0.1419795918367347,0.0002645871765438,2,0.1
156,Minimal,WGD,Transcription rate,0.0801734693877551,0.1139065464579296,2,0.1
157,Minimal,WGD,Translation rate,0.1164489795918367,0.0048844640891002,2,0.1
158,Minimal,WGD,Protein abundance,0.0818775510204081,0.1008347238101222,2,0.1
159,Minimal,WGD,Divergence ratio,0.1544795918367346,5.13388087929334e-05,2,0.1
160,Mixed,WGD,Transcription rate,0.0726224489795918,0.1895408887284608,2,0.1
161,Mixed,WGD,Translation rate,0.0748265306122449,0.164222119320768,2,0.1
162,Mixed,WGD,Protein abundance,0.0904591836734693,0.0524799173886033,2,0.1
163,Mixed,WGD,Divergence ratio,0.0598163265306122,0.3984822016230823,2,0.1
164,No Cost,WGD,Transcription rate,0.0696734693877551,0.2280239074307974,2,0.1
165,No Cost,WGD,Translation rate,0.0376224489795918,0.903945427098092,2,0.1
166,No Cost,WGD,Protein abundance,0.1019591836734693,0.0197554753382418,2,0.1
167,No Cost,WGD,Divergence ratio,0.0820714285714285,0.0994271022217617,2,0.1
168,ADS,WGD,Transcription rate,0.0746530612244898,0.1661136083426859,2,0.1
169,ADS,WGD,Translation rate,0.1132857142857142,0.0067327021359362,2,0.1
170,ADS,WGD,Protein abundance,0.0893775510204081,0.0571866509933166,2,0.1
171,ADS,WGD,Divergence ratio,0.1578163265306122,3.236378933368922e-05,2,0.1
172,Minimal,WGD,Transcription rate,0.0836530612244898,0.0885604716327661,2,0.1
173,Minimal,WGD,Translation rate,0.0909897959183673,0.0502954657437633,2,0.1
174,Minimal,WGD,Protein abundance,0.0868775510204081,0.0694697211755124,2,0.1
175,Minimal,WGD,Divergence ratio,0.1499795918367347,9.414891844294893e-05,2,0.1
176,Mixed,WGD,Transcription rate,0.0731224489795918,0.183546926170388,2,0.1
177,Mixed,WGD,Translation rate,0.0658265306122449,0.2867298968121412,2,0.1
178,Mixed,WGD,Protein abundance,0.0868775510204081,0.0694697211755124,2,0.1
179,Mixed,WGD,Divergence ratio,0.0765714285714285,0.1461517988664927,2,0.1
180,No Cost,WGD,Transcription rate,0.0619795918367346,0.355458414614119,2,0.1
181,No Cost,WGD,Translation rate,0.0502857142857142,0.6188543917313464,2,0.1
182,No Cost,WGD,Protein abundance,0.0918775510204081,0.0468166129984859,2,0.1
183,No Cost,WGD,Divergence ratio,0.0768163265306122,0.143749716218059,2,0.1
184,ADS,WGD,Transcription rate,0.0846530612244897,0.0822173852457414,2,0.1
185,ADS,WGD,Translation rate,0.1069489795918367,0.0124683440419174,2,0.1
186,ADS,WGD,Protein abundance,0.0948775510204081,0.0365566796736598,2,0.1
187,ADS,WGD,Divergence ratio,0.1479795918367347,0.0001225566736307,2,0.1
188,Minimal,WGD,Transcription rate,0.0941530612244898,0.0388354902296251,2,0.1
189,Minimal,WGD,Translation rate,0.0944489795918367,0.0378900594687152,2,0.1
190,Minimal,WGD,Protein abundance,0.1048775510204081,0.0151337056685426,2,0.1
191,Minimal,WGD,Divergence ratio,0.1524795918367347,6.737101821718827e-05,2,0.1
192,Mixed,WGD,Transcription rate,0.0746224489795918,0.1664528251387945,3,0.1
193,Mixed,WGD,Translation rate,0.0917142857142857,0.0474403472905442,3,0.1
194,Mixed,WGD,Protein abundance,0.1003775510204081,0.0227535938641202,3,0.1
195,Mixed,WGD,Divergence ratio,0.0562653061224489,0.475475429039633,3,0.1
196,No Cost,WGD,Transcription rate,0.0600102040816326,0.3944928939822689,3,0.1
197,No Cost,WGD,Translation rate,0.0652142857142857,0.297001690755223,3,0.1
198,No Cost,WGD,Protein abundance,0.0873775510204081,0.0668477686548062,3,0.1
199,No Cost,WGD,Divergence ratio,0.0527755102040816,0.5576210199365581,3,0.1
200,ADS,WGD,Transcription rate,0.0721530612244897,0.1953010437499193,3,0.1
201,ADS,WGD,Translation rate,0.0542857142857142,0.5214118063863928,3,0.1
202,ADS,WGD,Protein abundance,0.0953775510204081,0.0350530683723024,3,0.1
203,ADS,WGD,Divergence ratio,0.0995714285714285,0.0244321978111669,3,0.1
204,Minimal,WGD,Transcription rate,0.0711224489795918,0.2084386944844588,3,0.1
205,Minimal,WGD,Translation rate,0.038204081632653,0.8940182675599934,3,0.1
206,Minimal,WGD,Protein abundance,0.0978775510204081,0.0283195097757975,3,0.1
207,Minimal,WGD,Divergence ratio,0.0860714285714285,0.07387983134442,3,0.1
208,Mixed,WGD,Transcription rate,0.0688061224489795,0.2404127420277908,3,0.1
209,Mixed,WGD,Translation rate,0.0917959183673469,0.0471275876049115,3,0.1
210,Mixed,WGD,Protein abundance,0.085704081632653,0.0759683608870246,3,0.1
211,Mixed,WGD,Divergence ratio,0.0538367346938775,0.532079914759297,3,0.1
212,No Cost,WGD,Transcription rate,0.0582142857142857,0.432288475151225,3,0.1
213,No Cost,WGD,Translation rate,0.0592142857142857,0.4110003405815917,3,0.1
214,No Cost,WGD,Protein abundance,0.0899591836734693,0.0546124887679068,3,0.1
215,No Cost,WGD,Divergence ratio,0.0568367346938775,0.4625862138479782,3,0.1
216,ADS,WGD,Transcription rate,0.0706734693877551,0.2143574715370828,3,0.1
217,ADS,WGD,Translation rate,0.0442857142857142,0.766461356262236,3,0.1
218,ADS,WGD,Protein abundance,0.0958775510204081,0.0336038904679746,3,0.1
219,ADS,WGD,Divergence ratio,0.0845714285714285,0.0827203137931131,3,0.1
220,Minimal,WGD,Transcription rate,0.0646224489795918,0.307162381986971,3,0.1
221,Minimal,WGD,Translation rate,0.036704081632653,0.9186169075405708,3,0.1
222,Minimal,WGD,Protein abundance,0.0888775510204081,0.0594821096715451,3,0.1
223,Minimal,WGD,Divergence ratio,0.0745714285714285,0.1670083107561208,3,0.1
224,Mixed,WGD,Transcription rate,0.080204081632653,0.1136639499413103,3,0.1
225,Mixed,WGD,Translation rate,0.0862959183673469,0.0726292550311565,3,0.1
226,Mixed,WGD,Protein abundance,0.0923775510204081,0.0449504276168061,3,0.1
227,Mixed,WGD,Divergence ratio,0.0607959183673469,0.3786205366914553,3,0.1
228,No Cost,WGD,Transcription rate,0.0511734693877551,0.5968593192364,3,0.1
229,No Cost,WGD,Translation rate,0.0792142857142857,0.1218655970865111,3,0.1
230,No Cost,WGD,Protein abundance,0.0974591836734693,0.0293599655292088,3,0.1
231,No Cost,WGD,Divergence ratio,0.0413367346938775,0.8329946174019103,3,0.1
232,ADS,WGD,Transcription rate,0.0631224489795918,0.3339908580959303,3,0.1
233,ADS,WGD,Translation rate,0.064704081632653,0.3057457404469208,3,0.1
234,ADS,WGD,Protein abundance,0.083704081632653,0.0882285629224413,3,0.1
235,ADS,WGD,Divergence ratio,0.0835714285714285,0.0890957611720129,3,0.1
236,Minimal,WGD,Transcription rate,0.076704081632653,0.1448495742038413,3,0.1
237,Minimal,WGD,Translation rate,0.0503265306122448,0.6178406899876709,3,0.1
238,Minimal,WGD,Protein abundance,0.0928469387755102,0.0432575452644329,3,0.1
239,Minimal,WGD,Divergence ratio,0.0885714285714285,0.0609255473453865,3,0.1
240,Mixed,WGD,Transcription rate,0.0701224489795918,0.221819195153077,4,0.1
241,Mixed,WGD,Translation rate,0.1267142857142857,0.0016217065392341,4,0.1
242,Mixed,WGD,Protein abundance,0.0981326530612244,0.0277012041917177,4,0.1
243,Mixed,WGD,Divergence ratio,0.0732653061224489,0.1818541625130696,4,0.1
244,No Cost,WGD,Transcription rate,0.056438775510204,0.4715461852957492,4,0.1
245,No Cost,WGD,Translation rate,0.0891428571428571,0.0582542925229779,4,0.1
246,No Cost,WGD,Protein abundance,0.0948469387755102,0.0366506902354935,4,0.1
247,No Cost,WGD,Divergence ratio,0.0749489795918367,0.1629026394216753,4,0.1
248,ADS,WGD,Transcription rate,0.0656224489795918,0.2901302293768674,4,0.1
249,ADS,WGD,Translation rate,0.0527959183673469,0.5571197731651509,4,0.1
250,ADS,WGD,Protein abundance,0.0988775510204081,0.0259632439294937,4,0.1
251,ADS,WGD,Divergence ratio,0.0475714285714285,0.6864578423931369,4,0.1
252,Minimal,WGD,Transcription rate,0.0591224489795918,0.412927611244577,4,0.1
253,Minimal,WGD,Translation rate,0.0857142857142857,0.0759098086952149,4,0.1
254,Minimal,WGD,Protein abundance,0.0848775510204081,0.0808485158125648,4,0.1
255,Minimal,WGD,Divergence ratio,0.0417959183673469,0.823092399441836,4,0.1
256,Mixed,WGD,Transcription rate,0.0599795918367346,0.3951295746636128,4,0.1
257,Mixed,WGD,Translation rate,0.1172857142857142,0.0044802885804423,4,0.1
258,Mixed,WGD,Protein abundance,0.0943775510204081,0.0381163825476169,4,0.1
259,Mixed,WGD,Divergence ratio,0.0688367346938775,0.239956344478489,4,0.1
260,No Cost,WGD,Transcription rate,0.0546326530612244,0.5132265094103036,4,0.1
261,No Cost,WGD,Translation rate,0.0812142857142857,0.1057679780170521,4,0.1
262,No Cost,WGD,Protein abundance,0.087469387755102,0.0663753675086752,4,0.1
263,No Cost,WGD,Divergence ratio,0.072734693877551,0.1881783679532016,4,0.1
264,ADS,WGD,Transcription rate,0.0606734693877551,0.3810571198356791,4,0.1
265,ADS,WGD,Translation rate,0.0488265306122449,0.6552077652004885,4,0.1
266,ADS,WGD,Protein abundance,0.0804591836734693,0.1116258306049722,4,0.1
267,ADS,WGD,Divergence ratio,0.0550714285714285,0.5029526736459475,4,0.1
268,Minimal,WGD,Transcription rate,0.0576734693877551,0.4440455499729165,4,0.1
269,Minimal,WGD,Translation rate,0.0512959183673469,0.5938285751231951,4,0.1
270,Minimal,WGD,Protein abundance,0.0956326530612245,0.0343070272331559,4,0.1
271,Minimal,WGD,Divergence ratio,0.0522244897959183,0.5710294998713068,4,0.1
272,Mixed,WGD,Transcription rate,0.0721224489795918,0.1956862124138906,4,0.1
273,Mixed,WGD,Translation rate,0.1207142857142857,0.0031245632253256,4,0.1
274,Mixed,WGD,Protein abundance,0.0983775510204081,0.0271187866917471,4,0.1
275,Mixed,WGD,Divergence ratio,0.0743367346938775,0.1696000406359641,4,0.1
276,No Cost,WGD,Transcription rate,0.0516224489795918,0.5857878519042854,4,0.1
277,No Cost,WGD,Translation rate,0.0913979591836734,0.048669231631889,4,0.1
278,No Cost,WGD,Protein abundance,0.0923775510204081,0.0449504276168061,4,0.1
279,No Cost,WGD,Divergence ratio,0.0708367346938775,0.2121870867972011,4,0.1
280,ADS,WGD,Transcription rate,0.0596224489795918,0.4024884998598379,4,0.1
281,ADS,WGD,Translation rate,0.0563265306122449,0.4740860190146881,4,0.1
282,ADS,WGD,Protein abundance,0.0813775510204081,0.1045354884508753,4,0.1
283,ADS,WGD,Divergence ratio,0.0457959183673469,0.7301750338881074,4,0.1
284,Minimal,WGD,Transcription rate,0.0707857142857142,0.2128724735518717,4,0.1
285,Minimal,WGD,Translation rate,0.0722959183673469,0.1935378079153894,4,0.1
286,Minimal,WGD,Protein abundance,0.0983775510204081,0.0271187866917471,4,0.1
287,Minimal,WGD,Divergence ratio,0.0556224489795918,0.4901828761136702,4,0.1
288,Mixed,WGD,Transcription rate,0.0691224489795918,0.2358413026060986,5,0.1
289,Mixed,WGD,Translation rate,0.1547142857142857,4.971678072818175e-05,5,0.1
290,Mixed,WGD,Protein abundance,0.0988775510204081,0.0259632439294937,5,0.1
291,Mixed,WGD,Divergence ratio,0.0938367346938775,0.0398686310230098,5,0.1
292,No Cost,WGD,Transcription rate,0.0525816326530612,0.5623255135672277,5,0.1
293,No Cost,WGD,Translation rate,0.1277142857142857,0.0014492772500229,5,0.1
294,No Cost,WGD,Protein abundance,0.0913571428571428,0.0488297222725927,5,0.1
295,No Cost,WGD,Divergence ratio,0.0832755102040816,0.0910600378747733,5,0.1
296,ADS,WGD,Transcription rate,0.0566224489795918,0.4674034984098428,5,0.1
297,ADS,WGD,Translation rate,0.0919489795918367,0.0465459197518308,5,0.1
298,ADS,WGD,Protein abundance,0.0903775510204081,0.0528231168553101,5,0.1
299,ADS,WGD,Divergence ratio,0.0573367346938775,0.4514588677363869,5,0.1
300,Minimal,WGD,Transcription rate,0.0541224489795918,0.5252812640551641,5,0.1
301,Minimal,WGD,Translation rate,0.1017142857142857,0.0201953957488316,5,0.1
302,Minimal,WGD,Protein abundance,0.092969387755102,0.0428252000417793,5,0.1
303,Minimal,WGD,Divergence ratio,0.0564285714285714,0.4717742920959414,5,0.1
304,Mixed,WGD,Transcription rate,0.0566224489795918,0.4674034984098428,5,0.1
305,Mixed,WGD,Translation rate,0.1472142857142857,0.0001354424940568,5,0.1
306,Mixed,WGD,Protein abundance,0.0953775510204081,0.0350530683723024,5,0.1
307,Mixed,WGD,Divergence ratio,0.0943367346938775,0.0382464030743369,5,0.1
308,No Cost,WGD,Transcription rate,0.0710816326530612,0.208963661763296,5,0.1
309,No Cost,WGD,Translation rate,0.1146428571428571,0.0058731859028445,5,0.1
310,No Cost,WGD,Protein abundance,0.0889591836734693,0.0591020277388754,5,0.1
311,No Cost,WGD,Divergence ratio,0.0948367346938775,0.036682092053033,5,0.1
312,ADS,WGD,Transcription rate,0.0546224489795918,0.513466242436968,5,0.1
313,ADS,WGD,Translation rate,0.0997142857142857,0.0241266815519255,5,0.1
314,ADS,WGD,Protein abundance,0.0853775510204081,0.0778657860525403,5,0.1
315,ADS,WGD,Divergence ratio,0.067734693877551,0.2563817719022455,5,0.1
316,Minimal,WGD,Transcription rate,0.0541734693877551,0.5240696703162588,5,0.1
317,Minimal,WGD,Translation rate,0.0992959183673469,0.0250300538954233,5,0.1
318,Minimal,WGD,Protein abundance,0.0938775510204081,0.0397338682322312,5,0.1
319,Minimal,WGD,Divergence ratio,0.0629285714285714,0.3375591293243003,5,0.1
320,Mixed,WGD,Transcription rate,0.067204081632653,0.2645791531627023,5,0.1
321,Mixed,WGD,Translation rate,0.1393877551020408,0.0003652793807759,5,0.1
322,Mixed,WGD,Protein abundance,0.0938775510204081,0.0397338682322312,5,0.1
323,Mixed,WGD,Divergence ratio,0.0908367346938775,0.0509172207125873,5,0.1
324,No Cost,WGD,Transcription rate,0.0507142857142857,0.6082117864907552,5,0.1
325,No Cost,WGD,Translation rate,0.1327244897959183,0.0008141965887067,5,0.1
326,No Cost,WGD,Protein abundance,0.0984591836734693,0.0269270700068444,5,0.1
327,No Cost,WGD,Divergence ratio,0.0898367346938775,0.0551454647776796,5,0.1
328,ADS,WGD,Transcription rate,0.0521224489795918,0.573523975326184,5,0.1
